mirror,date,source,source_type,credits,relationship
a,2023-10-01,ria.ru,domain,26,credited-by-mirror
a,2023-10-01,tass.ru,domain,22,credited-by-mirror
a,2023-10-02,ria.ru,domain,42,credited-by-mirror
a,2023-10-02,tass.ru,domain,63,credited-by-mirror
a,2023-10-03,ria.ru,domain,44,credited-by-mirror
a,2023-10-03,tass.ru,domain,56,credited-by-mirror
a,2023-10-04,ria.ru,domain,41,credited-by-mirror
a,2023-10-04,tass.ru,domain,56,credited-by-mirror
a,2023-10-05,ria.ru,domain,34,credited-by-mirror
a,2023-10-05,tass.ru,domain,56,credited-by-mirror
a,2023-10-06,ria.ru,domain,34,credited-by-mirror
a,2023-10-06,tass.ru,domain,52,credited-by-mirror
a,2023-10-07,ria.ru,domain,13,credited-by-mirror
a,2023-10-07,tass.ru,domain,23,credited-by-mirror
a,2023-10-08,ria.ru,domain,18,credited-by-mirror
a,2023-10-08,tass.ru,domain,30,credited-by-mirror
a,2023-10-09,ria.ru,domain,32,credited-by-mirror
a,2023-10-09,tass.ru,domain,59,credited-by-mirror
a,2023-10-10,ria.ru,domain,27,credited-by-mirror
a,2023-10-10,tass.ru,domain,55,credited-by-mirror
a,2023-10-11,ria.ru,domain,33,credited-by-mirror
a,2023-10-11,tass.ru,domain,68,credited-by-mirror
a,2023-10-12,ria.ru,domain,34,credited-by-mirror
a,2023-10-12,tass.ru,domain,64,credited-by-mirror
a,2023-10-13,ria.ru,domain,32,credited-by-mirror
a,2023-10-13,tass.ru,domain,53,credited-by-mirror
a,2023-10-14,ria.ru,domain,25,credited-by-mirror
a,2023-10-14,tass.ru,domain,36,credited-by-mirror
a,2023-10-15,ria.ru,domain,25,credited-by-mirror
a,2023-10-15,tass.ru,domain,31,credited-by-mirror
a,2023-10-16,ria.ru,domain,37,credited-by-mirror
a,2023-10-16,tass.ru,domain,80,credited-by-mirror
a,2023-10-17,ria.ru,domain,21,credited-by-mirror
a,2023-10-17,tass.ru,domain,79,credited-by-mirror
a,2023-10-18,ria.ru,domain,30,credited-by-mirror
a,2023-10-18,tass.ru,domain,59,credited-by-mirror
a,2023-10-19,ria.ru,domain,34,credited-by-mirror
a,2023-10-19,tass.ru,domain,57,credited-by-mirror
a,2023-10-20,ria.ru,domain,24,credited-by-mirror
a,2023-10-20,tass.ru,domain,53,credited-by-mirror
a,2023-10-21,ria.ru,domain,16,credited-by-mirror
a,2023-10-21,tass.ru,domain,28,credited-by-mirror
a,2023-10-22,ria.ru,domain,17,credited-by-mirror
a,2023-10-22,tass.ru,domain,18,credited-by-mirror
a,2023-10-23,ria.ru,domain,22,credited-by-mirror
a,2023-10-23,tass.ru,domain,38,credited-by-mirror
a,2023-10-24,ria.ru,domain,29,credited-by-mirror
a,2023-10-24,tass.ru,domain,56,credited-by-mirror
a,2023-10-25,ria.ru,domain,31,credited-by-mirror
a,2023-10-25,tass.ru,domain,47,credited-by-mirror
a,2023-10-26,ria.ru,domain,23,credited-by-mirror
a,2023-10-26,tass.ru,domain,54,credited-by-mirror
a,2023-10-27,ria.ru,domain,35,credited-by-mirror
a,2023-10-27,tass.ru,domain,49,credited-by-mirror
a,2023-10-28,ria.ru,domain,16,credited-by-mirror
a,2023-10-28,tass.ru,domain,16,credited-by-mirror
a,2023-10-29,ria.ru,domain,13,credited-by-mirror
a,2023-10-29,tass.ru,domain,19,credited-by-mirror
a,2023-10-30,ria.ru,domain,37,credited-by-mirror
a,2023-10-30,tass.ru,domain,37,credited-by-mirror
a,2023-10-31,ria.ru,domain,32,credited-by-mirror
a,2023-10-31,tass.ru,domain,36,credited-by-mirror
deutsch,2023-10-01,Telegram: RuAS_Org,telegram,21,credited-by-mirror
deutsch,2023-10-01,Telegram: craZybear2022,telegram,23,credited-by-mirror
deutsch,2023-10-01,Telegram: satellit_de,telegram,30,credited-by-mirror
deutsch,2023-10-01,ria.ru,domain,17,credited-by-mirror
deutsch,2023-10-01,tass.ru,domain,13,credited-by-mirror
deutsch,2023-10-02,Telegram: RuAS_Org,telegram,19,credited-by-mirror
deutsch,2023-10-02,Telegram: craZybear2022,telegram,22,credited-by-mirror
deutsch,2023-10-02,Telegram: satellit_de,telegram,31,credited-by-mirror
deutsch,2023-10-02,ria.ru,domain,29,credited-by-mirror
deutsch,2023-10-02,tass.ru,domain,49,credited-by-mirror
deutsch,2023-10-03,Telegram: RuAS_Org,telegram,10,credited-by-mirror
deutsch,2023-10-03,Telegram: craZybear2022,telegram,26,credited-by-mirror
deutsch,2023-10-03,Telegram: satellit_de,telegram,32,credited-by-mirror
deutsch,2023-10-03,ria.ru,domain,29,credited-by-mirror
deutsch,2023-10-03,tass.ru,domain,36,credited-by-mirror
deutsch,2023-10-04,Telegram: RuAS_Org,telegram,15,credited-by-mirror
deutsch,2023-10-04,Telegram: craZybear2022,telegram,23,credited-by-mirror
deutsch,2023-10-04,Telegram: satellit_de,telegram,22,credited-by-mirror
deutsch,2023-10-04,ria.ru,domain,23,credited-by-mirror
deutsch,2023-10-04,tass.ru,domain,40,credited-by-mirror
deutsch,2023-10-05,Telegram: RuAS_Org,telegram,19,credited-by-mirror
deutsch,2023-10-05,Telegram: craZybear2022,telegram,21,credited-by-mirror
deutsch,2023-10-05,Telegram: satellit_de,telegram,21,credited-by-mirror
deutsch,2023-10-05,ria.ru,domain,24,credited-by-mirror
deutsch,2023-10-05,tass.ru,domain,45,credited-by-mirror
deutsch,2023-10-06,Telegram: RuAS_Org,telegram,16,credited-by-mirror
deutsch,2023-10-06,Telegram: craZybear2022,telegram,23,credited-by-mirror
deutsch,2023-10-06,Telegram: satellit_de,telegram,27,credited-by-mirror
deutsch,2023-10-06,ria.ru,domain,23,credited-by-mirror
deutsch,2023-10-06,tass.ru,domain,36,credited-by-mirror
deutsch,2023-10-07,Telegram: RuAS_Org,telegram,20,credited-by-mirror
deutsch,2023-10-07,Telegram: craZybear2022,telegram,25,credited-by-mirror
deutsch,2023-10-07,Telegram: satellit_de,telegram,32,credited-by-mirror
deutsch,2023-10-07,ria.ru,domain,10,credited-by-mirror
deutsch,2023-10-07,tass.ru,domain,18,credited-by-mirror
deutsch,2023-10-08,Telegram: RuAS_Org,telegram,18,credited-by-mirror
deutsch,2023-10-08,Telegram: craZybear2022,telegram,26,credited-by-mirror
deutsch,2023-10-08,Telegram: satellit_de,telegram,29,credited-by-mirror
deutsch,2023-10-08,ria.ru,domain,13,credited-by-mirror
deutsch,2023-10-08,tass.ru,domain,23,credited-by-mirror
deutsch,2023-10-09,Telegram: RuAS_Org,telegram,29,credited-by-mirror
deutsch,2023-10-09,Telegram: craZybear2022,telegram,34,credited-by-mirror
deutsch,2023-10-09,Telegram: satellit_de,telegram,28,credited-by-mirror
deutsch,2023-10-09,ria.ru,domain,25,credited-by-mirror
deutsch,2023-10-09,tass.ru,domain,47,credited-by-mirror
deutsch,2023-10-10,Telegram: RuAS_Org,telegram,17,credited-by-mirror
deutsch,2023-10-10,Telegram: craZybear2022,telegram,27,credited-by-mirror
deutsch,2023-10-10,Telegram: satellit_de,telegram,31,credited-by-mirror
deutsch,2023-10-10,ria.ru,domain,20,credited-by-mirror
deutsch,2023-10-10,tass.ru,domain,43,credited-by-mirror
deutsch,2023-10-11,Telegram: RuAS_Org,telegram,18,credited-by-mirror
deutsch,2023-10-11,Telegram: craZybear2022,telegram,26,credited-by-mirror
deutsch,2023-10-11,Telegram: satellit_de,telegram,33,credited-by-mirror
deutsch,2023-10-11,ria.ru,domain,22,credited-by-mirror
deutsch,2023-10-11,tass.ru,domain,52,credited-by-mirror
deutsch,2023-10-12,Telegram: RuAS_Org,telegram,18,credited-by-mirror
deutsch,2023-10-12,Telegram: craZybear2022,telegram,25,credited-by-mirror
deutsch,2023-10-12,Telegram: satellit_de,telegram,32,credited-by-mirror
deutsch,2023-10-12,ria.ru,domain,27,credited-by-mirror
deutsch,2023-10-12,tass.ru,domain,53,credited-by-mirror
deutsch,2023-10-13,Telegram: RuAS_Org,telegram,24,credited-by-mirror
deutsch,2023-10-13,Telegram: craZybear2022,telegram,27,credited-by-mirror
deutsch,2023-10-13,Telegram: satellit_de,telegram,34,credited-by-mirror
deutsch,2023-10-13,ria.ru,domain,26,credited-by-mirror
deutsch,2023-10-13,tass.ru,domain,40,credited-by-mirror
deutsch,2023-10-14,Telegram: RuAS_Org,telegram,12,credited-by-mirror
deutsch,2023-10-14,Telegram: craZybear2022,telegram,27,credited-by-mirror
deutsch,2023-10-14,Telegram: satellit_de,telegram,31,credited-by-mirror
deutsch,2023-10-14,ria.ru,domain,15,credited-by-mirror
deutsch,2023-10-14,tass.ru,domain,25,credited-by-mirror
deutsch,2023-10-15,Telegram: RuAS_Org,telegram,18,credited-by-mirror
deutsch,2023-10-15,Telegram: craZybear2022,telegram,23,credited-by-mirror
deutsch,2023-10-15,Telegram: satellit_de,telegram,33,credited-by-mirror
deutsch,2023-10-15,ria.ru,domain,9,credited-by-mirror
deutsch,2023-10-15,tass.ru,domain,14,credited-by-mirror
deutsch,2023-10-16,Telegram: RuAS_Org,telegram,20,credited-by-mirror
deutsch,2023-10-16,Telegram: craZybear2022,telegram,24,credited-by-mirror
deutsch,2023-10-16,Telegram: satellit_de,telegram,36,credited-by-mirror
deutsch,2023-10-16,ria.ru,domain,24,credited-by-mirror
deutsch,2023-10-16,tass.ru,domain,57,credited-by-mirror
deutsch,2023-10-17,Telegram: RuAS_Org,telegram,23,credited-by-mirror
deutsch,2023-10-17,Telegram: craZybear2022,telegram,26,credited-by-mirror
deutsch,2023-10-17,Telegram: satellit_de,telegram,35,credited-by-mirror
deutsch,2023-10-17,ria.ru,domain,15,credited-by-mirror
deutsch,2023-10-17,tass.ru,domain,63,credited-by-mirror
deutsch,2023-10-18,Telegram: RuAS_Org,telegram,21,credited-by-mirror
deutsch,2023-10-18,Telegram: craZybear2022,telegram,28,credited-by-mirror
deutsch,2023-10-18,Telegram: satellit_de,telegram,42,credited-by-mirror
deutsch,2023-10-18,ria.ru,domain,23,credited-by-mirror
deutsch,2023-10-18,tass.ru,domain,52,credited-by-mirror
deutsch,2023-10-19,Telegram: RuAS_Org,telegram,16,credited-by-mirror
deutsch,2023-10-19,Telegram: craZybear2022,telegram,20,credited-by-mirror
deutsch,2023-10-19,Telegram: satellit_de,telegram,35,credited-by-mirror
deutsch,2023-10-19,ria.ru,domain,24,credited-by-mirror
deutsch,2023-10-19,tass.ru,domain,48,credited-by-mirror
deutsch,2023-10-20,Telegram: RuAS_Org,telegram,19,credited-by-mirror
deutsch,2023-10-20,Telegram: craZybear2022,telegram,23,credited-by-mirror
deutsch,2023-10-20,Telegram: satellit_de,telegram,40,credited-by-mirror
deutsch,2023-10-20,ria.ru,domain,16,credited-by-mirror
deutsch,2023-10-20,tass.ru,domain,45,credited-by-mirror
deutsch,2023-10-21,Telegram: RuAS_Org,telegram,16,credited-by-mirror
deutsch,2023-10-21,Telegram: craZybear2022,telegram,25,credited-by-mirror
deutsch,2023-10-21,Telegram: satellit_de,telegram,37,credited-by-mirror
deutsch,2023-10-21,ria.ru,domain,14,credited-by-mirror
deutsch,2023-10-21,tass.ru,domain,28,credited-by-mirror
deutsch,2023-10-22,Telegram: RuAS_Org,telegram,13,credited-by-mirror
deutsch,2023-10-22,Telegram: craZybear2022,telegram,24,credited-by-mirror
deutsch,2023-10-22,Telegram: satellit_de,telegram,34,credited-by-mirror
deutsch,2023-10-22,ria.ru,domain,15,credited-by-mirror
deutsch,2023-10-22,tass.ru,domain,16,credited-by-mirror
