mirror,date,source,source_type,credits,relationship
a,2023-09-01,ria.ru,domain,33,credited-by-mirror
a,2023-09-01,tass.ru,domain,47,credited-by-mirror
a,2023-09-02,ria.ru,domain,8,credited-by-mirror
a,2023-09-02,tass.ru,domain,22,credited-by-mirror
a,2023-09-03,ria.ru,domain,7,credited-by-mirror
a,2023-09-03,tass.ru,domain,12,credited-by-mirror
a,2023-09-04,ria.ru,domain,33,credited-by-mirror
a,2023-09-04,tass.ru,domain,44,credited-by-mirror
a,2023-09-05,ria.ru,domain,41,credited-by-mirror
a,2023-09-05,tass.ru,domain,44,credited-by-mirror
a,2023-09-06,ria.ru,domain,26,credited-by-mirror
a,2023-09-06,tass.ru,domain,39,credited-by-mirror
a,2023-09-07,ria.ru,domain,34,credited-by-mirror
a,2023-09-07,tass.ru,domain,34,credited-by-mirror
a,2023-09-08,ria.ru,domain,27,credited-by-mirror
a,2023-09-08,tass.ru,domain,54,credited-by-mirror
a,2023-09-09,ria.ru,domain,16,credited-by-mirror
a,2023-09-09,tass.ru,domain,18,credited-by-mirror
a,2023-09-10,ria.ru,domain,22,credited-by-mirror
a,2023-09-10,tass.ru,domain,22,credited-by-mirror
a,2023-09-11,ria.ru,domain,39,credited-by-mirror
a,2023-09-11,tass.ru,domain,42,credited-by-mirror
a,2023-09-12,ria.ru,domain,30,credited-by-mirror
a,2023-09-12,tass.ru,domain,58,credited-by-mirror
a,2023-09-13,ria.ru,domain,24,credited-by-mirror
a,2023-09-13,tass.ru,domain,49,credited-by-mirror
a,2023-09-14,ria.ru,domain,42,credited-by-mirror
a,2023-09-14,tass.ru,domain,40,credited-by-mirror
a,2023-09-15,ria.ru,domain,35,credited-by-mirror
a,2023-09-15,tass.ru,domain,60,credited-by-mirror
a,2023-09-16,ria.ru,domain,23,credited-by-mirror
a,2023-09-16,tass.ru,domain,24,credited-by-mirror
a,2023-09-17,ria.ru,domain,19,credited-by-mirror
a,2023-09-17,tass.ru,domain,20,credited-by-mirror
a,2023-09-18,ria.ru,domain,49,credited-by-mirror
a,2023-09-18,tass.ru,domain,59,credited-by-mirror
a,2023-09-19,ria.ru,domain,32,credited-by-mirror
a,2023-09-19,tass.ru,domain,65,credited-by-mirror
a,2023-09-20,ria.ru,domain,46,credited-by-mirror
a,2023-09-20,tass.ru,domain,59,credited-by-mirror
a,2023-09-21,ria.ru,domain,43,credited-by-mirror
a,2023-09-21,tass.ru,domain,58,credited-by-mirror
a,2023-09-22,ria.ru,domain,38,credited-by-mirror
a,2023-09-22,tass.ru,domain,50,credited-by-mirror
a,2023-09-23,ria.ru,domain,21,credited-by-mirror
a,2023-09-23,tass.ru,domain,20,credited-by-mirror
a,2023-09-24,ria.ru,domain,32,credited-by-mirror
a,2023-09-24,tass.ru,domain,21,credited-by-mirror
a,2023-09-25,ria.ru,domain,55,credited-by-mirror
a,2023-09-25,tass.ru,domain,61,credited-by-mirror
a,2023-09-26,ria.ru,domain,47,credited-by-mirror
a,2023-09-26,tass.ru,domain,69,credited-by-mirror
a,2023-09-27,ria.ru,domain,42,credited-by-mirror
a,2023-09-27,tass.ru,domain,62,credited-by-mirror
a,2023-09-28,ria.ru,domain,36,credited-by-mirror
a,2023-09-28,tass.ru,domain,64,credited-by-mirror
a,2023-09-29,ria.ru,domain,40,credited-by-mirror
a,2023-09-29,tass.ru,domain,56,credited-by-mirror
a,2023-09-30,ria.ru,domain,19,credited-by-mirror
a,2023-09-30,tass.ru,domain,25,credited-by-mirror
