mirror,date,source,source_type,credits,relationship
a,2024-09-01,Telegram: leblorikzov,telegram,123,credited-by-mirror
a,2024-09-01,Telegram: lomovkaa,telegram,4,credited-by-mirror
a,2024-09-01,Telegram: ostashkonews,telegram,4,credited-by-mirror
a,2024-09-01,Telegram: rusputnikmd,telegram,60,credited-by-mirror
a,2024-09-01,kp.ru,domain,6,credited-by-mirror
a,2024-09-01,lenta.ru,domain,20,credited-by-mirror
a,2024-09-01,ria.ru,domain,48,credited-by-mirror
a,2024-09-02,Telegram: leblorikzov,telegram,139,credited-by-mirror
a,2024-09-02,Telegram: lomovkaa,telegram,2,credited-by-mirror
a,2024-09-02,Telegram: ostashkonews,telegram,2,credited-by-mirror
a,2024-09-02,Telegram: rusputnikmd,telegram,90,credited-by-mirror
a,2024-09-02,kp.ru,domain,14,credited-by-mirror
a,2024-09-02,lenta.ru,domain,33,credited-by-mirror
a,2024-09-02,ria.ru,domain,70,credited-by-mirror
a,2024-09-03,Telegram: leblorikzov,telegram,113,credited-by-mirror
a,2024-09-03,Telegram: lomovkaa,telegram,2,credited-by-mirror
a,2024-09-03,Telegram: ostashkonews,telegram,3,credited-by-mirror
a,2024-09-03,Telegram: rusputnikmd,telegram,94,credited-by-mirror
a,2024-09-03,kp.ru,domain,11,credited-by-mirror
a,2024-09-03,lenta.ru,domain,23,credited-by-mirror
a,2024-09-03,ria.ru,domain,81,credited-by-mirror
a,2024-09-04,Telegram: leblorikzov,telegram,114,credited-by-mirror
a,2024-09-04,Telegram: lomovkaa,telegram,1,credited-by-mirror
a,2024-09-04,Telegram: ostashkonews,telegram,7,credited-by-mirror
a,2024-09-04,Telegram: rusputnikmd,telegram,116,credited-by-mirror
a,2024-09-04,kp.ru,domain,18,credited-by-mirror
a,2024-09-04,lenta.ru,domain,43,credited-by-mirror
a,2024-09-04,ria.ru,domain,90,credited-by-mirror
a,2024-09-05,Telegram: leblorikzov,telegram,85,credited-by-mirror
a,2024-09-05,Telegram: lomovkaa,telegram,2,credited-by-mirror
a,2024-09-05,Telegram: ostashkonews,telegram,6,credited-by-mirror
a,2024-09-05,Telegram: rusputnikmd,telegram,100,credited-by-mirror
a,2024-09-05,kp.ru,domain,20,credited-by-mirror
a,2024-09-05,lenta.ru,domain,34,credited-by-mirror
a,2024-09-05,ria.ru,domain,56,credited-by-mirror
a,2024-09-06,Telegram: leblorikzov,telegram,64,credited-by-mirror
a,2024-09-06,Telegram: ostashkonews,telegram,1,credited-by-mirror
a,2024-09-06,Telegram: rusputnikmd,telegram,58,credited-by-mirror
a,2024-09-06,kp.ru,domain,19,credited-by-mirror
a,2024-09-06,lenta.ru,domain,56,credited-by-mirror
a,2024-09-06,ria.ru,domain,67,credited-by-mirror
a,2024-09-07,Telegram: leblorikzov,telegram,109,credited-by-mirror
a,2024-09-07,Telegram: lomovkaa,telegram,1,credited-by-mirror
a,2024-09-07,Telegram: ostashkonews,telegram,2,credited-by-mirror
a,2024-09-07,Telegram: rusputnikmd,telegram,54,credited-by-mirror
a,2024-09-07,kp.ru,domain,6,credited-by-mirror
a,2024-09-07,lenta.ru,domain,11,credited-by-mirror
a,2024-09-07,ria.ru,domain,32,credited-by-mirror
a,2024-09-08,Telegram: leblorikzov,telegram,88,credited-by-mirror
a,2024-09-08,Telegram: rusputnikmd,telegram,70,credited-by-mirror
a,2024-09-08,kp.ru,domain,3,credited-by-mirror
a,2024-09-08,lenta.ru,domain,8,credited-by-mirror
a,2024-09-08,ria.ru,domain,13,credited-by-mirror
a,2024-09-09,Telegram: leblorikzov,telegram,109,credited-by-mirror
a,2024-09-09,Telegram: ostashkonews,telegram,3,credited-by-mirror
a,2024-09-09,Telegram: rusputnikmd,telegram,82,credited-by-mirror
a,2024-09-09,kp.ru,domain,7,credited-by-mirror
a,2024-09-09,lenta.ru,domain,22,credited-by-mirror
a,2024-09-09,ria.ru,domain,49,credited-by-mirror
a,2024-09-10,Telegram: leblorikzov,telegram,135,credited-by-mirror
a,2024-09-10,Telegram: lomovkaa,telegram,1,credited-by-mirror
a,2024-09-10,Telegram: ostashkonews,telegram,5,credited-by-mirror
a,2024-09-10,Telegram: rusputnikmd,telegram,88,credited-by-mirror
a,2024-09-10,kp.ru,domain,8,credited-by-mirror
a,2024-09-10,lenta.ru,domain,23,credited-by-mirror
a,2024-09-10,ria.ru,domain,51,credited-by-mirror
a,2024-09-11,Telegram: leblorikzov,telegram,105,credited-by-mirror
a,2024-09-11,Telegram: ostashkonews,telegram,5,credited-by-mirror
a,2024-09-11,Telegram: rusputnikmd,telegram,94,credited-by-mirror
a,2024-09-11,kp.ru,domain,8,credited-by-mirror
a,2024-09-11,lenta.ru,domain,39,credited-by-mirror
a,2024-09-11,ria.ru,domain,50,credited-by-mirror
a,2024-09-12,Telegram: leblorikzov,telegram,107,credited-by-mirror
a,2024-09-12,Telegram: lomovkaa,telegram,2,credited-by-mirror
a,2024-09-12,Telegram: ostashkonews,telegram,5,credited-by-mirror
a,2024-09-12,Telegram: rusputnikmd,telegram,100,credited-by-mirror
a,2024-09-12,kp.ru,domain,18,credited-by-mirror
a,2024-09-12,lenta.ru,domain,50,credited-by-mirror
a,2024-09-12,ria.ru,domain,52,credited-by-mirror
a,2024-09-13,Telegram: leblorikzov,telegram,131,credited-by-mirror
a,2024-09-13,Telegram: ostashkonews,telegram,5,credited-by-mirror
a,2024-09-13,Telegram: rusputnikmd,telegram,100,credited-by-mirror
a,2024-09-13,kp.ru,domain,11,credited-by-mirror
a,2024-09-13,lenta.ru,domain,39,credited-by-mirror
a,2024-09-13,ria.ru,domain,56,credited-by-mirror
a,2024-09-14,Telegram: leblorikzov,telegram,108,credited-by-mirror
a,2024-09-14,Telegram: lomovkaa,telegram,1,credited-by-mirror
a,2024-09-14,Telegram: ostashkonews,telegram,3,credited-by-mirror
a,2024-09-14,Telegram: rusputnikmd,telegram,56,credited-by-mirror
a,2024-09-14,kp.ru,domain,6,credited-by-mirror
a,2024-09-14,lenta.ru,domain,17,credited-by-mirror
a,2024-09-14,ria.ru,domain,31,credited-by-mirror
a,2024-09-15,Telegram: leblorikzov,telegram,96,credited-by-mirror
a,2024-09-15,Telegram: lomovkaa,telegram,3,credited-by-mirror
a,2024-09-15,Telegram: ostashkonews,telegram,6,credited-by-mirror
a,2024-09-15,Telegram: rusputnikmd,telegram,70,credited-by-mirror
a,2024-09-15,kp.ru,domain,8,credited-by-mirror
a,2024-09-15,lenta.ru,domain,13,credited-by-mirror
a,2024-09-15,ria.ru,domain,34,credited-by-mirror
a,2024-09-16,Telegram: leblorikzov,telegram,90,credited-by-mirror
a,2024-09-16,Telegram: lomovkaa,telegram,1,credited-by-mirror
a,2024-09-16,Telegram: ostashkonews,telegram,12,credited-by-mirror
a,2024-09-16,Telegram: rusputnikmd,telegram,100,credited-by-mirror
a,2024-09-16,kp.ru,domain,10,credited-by-mirror
a,2024-09-16,lenta.ru,domain,32,credited-by-mirror
a,2024-09-16,ria.ru,domain,43,credited-by-mirror
a,2024-09-17,Telegram: leblorikzov,telegram,77,credited-by-mirror
a,2024-09-17,Telegram: lomovkaa,telegram,1,credited-by-mirror
a,2024-09-17,Telegram: ostashkonews,telegram,5,credited-by-mirror
a,2024-09-17,Telegram: rusputnikmd,telegram,92,credited-by-mirror
a,2024-09-17,kp.ru,domain,7,credited-by-mirror
a,2024-09-17,lenta.ru,domain,31,credited-by-mirror
a,2024-09-17,ria.ru,domain,44,credited-by-mirror
a,2024-09-18,Telegram: leblorikzov,telegram,104,credited-by-mirror
a,2024-09-18,Telegram: lomovkaa,telegram,2,credited-by-mirror
a,2024-09-18,Telegram: ostashkonews,telegram,5,credited-by-mirror
a,2024-09-18,Telegram: rusputnikmd,telegram,114,credited-by-mirror
a,2024-09-18,kp.ru,domain,19,credited-by-mirror
a,2024-09-18,lenta.ru,domain,58,credited-by-mirror
a,2024-09-18,ria.ru,domain,43,credited-by-mirror
a,2024-09-19,Telegram: leblorikzov,telegram,96,credited-by-mirror
a,2024-09-19,Telegram: lomovkaa,telegram,1,credited-by-mirror
a,2024-09-19,Telegram: ostashkonews,telegram,7,credited-by-mirror
a,2024-09-19,Telegram: rusputnikmd,telegram,102,credited-by-mirror
a,2024-09-19,kp.ru,domain,14,credited-by-mirror
a,2024-09-19,lenta.ru,domain,46,credited-by-mirror
a,2024-09-19,ria.ru,domain,80,credited-by-mirror
a,2024-09-20,Telegram: leblorikzov,telegram,111,credited-by-mirror
a,2024-09-20,Telegram: lomovkaa,telegram,3,credited-by-mirror
a,2024-09-20,Telegram: ostashkonews,telegram,5,credited-by-mirror
a,2024-09-20,Telegram: rusputnikmd,telegram,112,credited-by-mirror
a,2024-09-20,kp.ru,domain,19,credited-by-mirror
a,2024-09-20,lenta.ru,domain,43,credited-by-mirror
a,2024-09-20,ria.ru,domain,82,credited-by-mirror
a,2024-09-21,Telegram: leblorikzov,telegram,91,credited-by-mirror
