mirror,date,source,source_type,credits,relationship
a,2023-07-01,ria.ru,domain,6,credited-by-mirror
a,2023-07-01,tass.ru,domain,14,credited-by-mirror
a,2023-07-02,ria.ru,domain,8,credited-by-mirror
a,2023-07-02,tass.ru,domain,14,credited-by-mirror
a,2023-07-03,ria.ru,domain,23,credited-by-mirror
a,2023-07-03,tass.ru,domain,39,credited-by-mirror
a,2023-07-04,ria.ru,domain,15,credited-by-mirror
a,2023-07-04,tass.ru,domain,20,credited-by-mirror
a,2023-07-05,ria.ru,domain,11,credited-by-mirror
a,2023-07-05,tass.ru,domain,28,credited-by-mirror
a,2023-07-06,ria.ru,domain,29,credited-by-mirror
a,2023-07-06,tass.ru,domain,41,credited-by-mirror
a,2023-07-07,ria.ru,domain,24,credited-by-mirror
a,2023-07-07,tass.ru,domain,26,credited-by-mirror
a,2023-07-08,ria.ru,domain,14,credited-by-mirror
a,2023-07-08,tass.ru,domain,13,credited-by-mirror
a,2023-07-09,ria.ru,domain,18,credited-by-mirror
a,2023-07-09,tass.ru,domain,24,credited-by-mirror
a,2023-07-10,ria.ru,domain,23,credited-by-mirror
a,2023-07-10,tass.ru,domain,40,credited-by-mirror
a,2023-07-11,ria.ru,domain,26,credited-by-mirror
a,2023-07-11,tass.ru,domain,45,credited-by-mirror
a,2023-07-12,ria.ru,domain,28,credited-by-mirror
a,2023-07-12,tass.ru,domain,55,credited-by-mirror
a,2023-07-13,ria.ru,domain,25,credited-by-mirror
a,2023-07-13,tass.ru,domain,39,credited-by-mirror
a,2023-07-14,ria.ru,domain,20,credited-by-mirror
a,2023-07-14,tass.ru,domain,33,credited-by-mirror
a,2023-07-15,ria.ru,domain,12,credited-by-mirror
a,2023-07-15,tass.ru,domain,7,credited-by-mirror
a,2023-07-16,ria.ru,domain,12,credited-by-mirror
a,2023-07-16,tass.ru,domain,12,credited-by-mirror
a,2023-07-17,ria.ru,domain,19,credited-by-mirror
a,2023-07-17,tass.ru,domain,25,credited-by-mirror
a,2023-07-18,ria.ru,domain,23,credited-by-mirror
a,2023-07-18,tass.ru,domain,20,credited-by-mirror
a,2023-07-19,ria.ru,domain,22,credited-by-mirror
a,2023-07-19,tass.ru,domain,27,credited-by-mirror
a,2023-07-20,ria.ru,domain,18,credited-by-mirror
a,2023-07-20,tass.ru,domain,26,credited-by-mirror
a,2023-07-21,ria.ru,domain,29,credited-by-mirror
a,2023-07-21,tass.ru,domain,40,credited-by-mirror
a,2023-07-22,ria.ru,domain,30,credited-by-mirror
a,2023-07-22,tass.ru,domain,36,credited-by-mirror
a,2023-07-23,ria.ru,domain,21,credited-by-mirror
a,2023-07-23,tass.ru,domain,20,credited-by-mirror
a,2023-07-24,ria.ru,domain,24,credited-by-mirror
a,2023-07-24,tass.ru,domain,29,credited-by-mirror
a,2023-07-25,ria.ru,domain,27,credited-by-mirror
a,2023-07-25,tass.ru,domain,32,credited-by-mirror
a,2023-07-26,ria.ru,domain,20,credited-by-mirror
a,2023-07-26,tass.ru,domain,33,credited-by-mirror
a,2023-07-27,ria.ru,domain,13,credited-by-mirror
a,2023-07-27,tass.ru,domain,28,credited-by-mirror
a,2023-07-28,ria.ru,domain,21,credited-by-mirror
a,2023-07-28,tass.ru,domain,27,credited-by-mirror
a,2023-07-29,ria.ru,domain,12,credited-by-mirror
a,2023-07-29,tass.ru,domain,7,credited-by-mirror
a,2023-07-30,ria.ru,domain,8,credited-by-mirror
a,2023-07-30,tass.ru,domain,9,credited-by-mirror
a,2023-07-31,ria.ru,domain,13,credited-by-mirror
a,2023-07-31,tass.ru,domain,23,credited-by-mirror
deutsch,2023-07-01,ria.ru,domain,6,credited-by-mirror
deutsch,2023-07-01,tass.ru,domain,14,credited-by-mirror
deutsch,2023-07-02,ria.ru,domain,8,credited-by-mirror
deutsch,2023-07-02,tass.ru,domain,14,credited-by-mirror
deutsch,2023-07-03,ria.ru,domain,23,credited-by-mirror
deutsch,2023-07-03,tass.ru,domain,39,credited-by-mirror
deutsch,2023-07-04,Telegram: rt_de,telegram,5,credited-by-mirror
deutsch,2023-07-04,ria.ru,domain,15,credited-by-mirror
deutsch,2023-07-04,tass.ru,domain,20,credited-by-mirror
deutsch,2023-07-05,Telegram: rt_de,telegram,47,credited-by-mirror
deutsch,2023-07-05,ria.ru,domain,10,credited-by-mirror
deutsch,2023-07-05,tass.ru,domain,26,credited-by-mirror
deutsch,2023-07-06,Telegram: rt_de,telegram,41,credited-by-mirror
deutsch,2023-07-06,ria.ru,domain,17,credited-by-mirror
deutsch,2023-07-06,tass.ru,domain,17,credited-by-mirror
deutsch,2023-07-07,Telegram: rt_de,telegram,45,credited-by-mirror
deutsch,2023-07-07,ria.ru,domain,16,credited-by-mirror
deutsch,2023-07-07,tass.ru,domain,15,credited-by-mirror
deutsch,2023-07-08,Telegram: rt_de,telegram,33,credited-by-mirror
deutsch,2023-07-08,ria.ru,domain,14,credited-by-mirror
deutsch,2023-07-08,tass.ru,domain,12,credited-by-mirror
deutsch,2023-07-09,Telegram: rt_de,telegram,38,credited-by-mirror
deutsch,2023-07-09,ria.ru,domain,14,credited-by-mirror
deutsch,2023-07-09,tass.ru,domain,17,credited-by-mirror
deutsch,2023-07-10,Telegram: rt_de,telegram,29,credited-by-mirror
deutsch,2023-07-10,ria.ru,domain,15,credited-by-mirror
deutsch,2023-07-10,tass.ru,domain,33,credited-by-mirror
deutsch,2023-07-11,Telegram: rt_de,telegram,50,credited-by-mirror
deutsch,2023-07-11,ria.ru,domain,13,credited-by-mirror
deutsch,2023-07-11,tass.ru,domain,23,credited-by-mirror
deutsch,2023-07-12,Telegram: rt_de,telegram,36,credited-by-mirror
deutsch,2023-07-12,ria.ru,domain,16,credited-by-mirror
deutsch,2023-07-12,tass.ru,domain,30,credited-by-mirror
deutsch,2023-07-13,Telegram: rt_de,telegram,52,credited-by-mirror
deutsch,2023-07-13,ria.ru,domain,19,credited-by-mirror
deutsch,2023-07-13,tass.ru,domain,28,credited-by-mirror
deutsch,2023-07-14,Telegram: rt_de,telegram,28,credited-by-mirror
deutsch,2023-07-14,ria.ru,domain,13,credited-by-mirror
deutsch,2023-07-14,tass.ru,domain,19,credited-by-mirror
deutsch,2023-07-15,Telegram: satellit_de,telegram,11,credited-by-mirror
deutsch,2023-07-15,ria.ru,domain,6,credited-by-mirror
