mirror,date,source,source_type,credits,relationship
a,2024-05-01,Telegram: leblorikzov,telegram,93,credited-by-mirror
a,2024-05-01,Telegram: ostashkonews,telegram,3,credited-by-mirror
a,2024-05-01,Telegram: rusputnikmd,telegram,82,credited-by-mirror
a,2024-05-01,kp.ru,domain,2,credited-by-mirror
a,2024-05-01,lenta.ru,domain,6,credited-by-mirror
a,2024-05-01,ria.ru,domain,51,credited-by-mirror
a,2024-05-01,tass.ru,domain,144,credited-by-mirror
a,2024-05-02,Telegram: leblorikzov,telegram,88,credited-by-mirror
a,2024-05-02,Telegram: ostashkonews,telegram,6,credited-by-mirror
a,2024-05-02,Telegram: rusputnikmd,telegram,118,credited-by-mirror
a,2024-05-02,kp.ru,domain,9,credited-by-mirror
a,2024-05-02,lenta.ru,domain,39,credited-by-mirror
a,2024-05-02,ria.ru,domain,54,credited-by-mirror
a,2024-05-02,tass.ru,domain,253,credited-by-mirror
a,2024-05-03,Telegram: leblorikzov,telegram,128,credited-by-mirror
a,2024-05-03,Telegram: lomovkaa,telegram,1,credited-by-mirror
a,2024-05-03,Telegram: ostashkonews,telegram,7,credited-by-mirror
a,2024-05-03,Telegram: rusputnikmd,telegram,132,credited-by-mirror
a,2024-05-03,kp.ru,domain,15,credited-by-mirror
a,2024-05-03,lenta.ru,domain,69,credited-by-mirror
a,2024-05-03,ria.ru,domain,90,credited-by-mirror
a,2024-05-03,tass.ru,domain,288,credited-by-mirror
a,2024-05-04,Telegram: leblorikzov,telegram,108,credited-by-mirror
a,2024-05-04,Telegram: ostashkonews,telegram,3,credited-by-mirror
a,2024-05-04,Telegram: rusputnikmd,telegram,100,credited-by-mirror
a,2024-05-04,kp.ru,domain,5,credited-by-mirror
a,2024-05-04,lenta.ru,domain,13,credited-by-mirror
a,2024-05-04,ria.ru,domain,44,credited-by-mirror
a,2024-05-04,tass.ru,domain,82,credited-by-mirror
a,2024-05-05,Telegram: leblorikzov,telegram,108,credited-by-mirror
