mirror,date,source,source_type,credits,relationship
a,2025-02-01,Telegram: leblorikzov,telegram,46,credited-by-mirror
a,2025-02-01,Telegram: llordofwar,telegram,22,credited-by-mirror
a,2025-02-01,Telegram: lomovkaa,telegram,23,credited-by-mirror
a,2025-02-01,Telegram: rusputnikmd,telegram,82,credited-by-mirror
a,2025-02-02,Telegram: leblorikzov,telegram,33,credited-by-mirror
a,2025-02-02,Telegram: llordofwar,telegram,37,credited-by-mirror
a,2025-02-02,Telegram: lomovkaa,telegram,21,credited-by-mirror
a,2025-02-02,Telegram: rusputnikmd,telegram,62,credited-by-mirror
a,2025-02-03,Telegram: leblorikzov,telegram,70,credited-by-mirror
a,2025-02-03,Telegram: llordofwar,telegram,59,credited-by-mirror
a,2025-02-03,Telegram: lomovkaa,telegram,48,credited-by-mirror
a,2025-02-03,Telegram: ostashkonews,telegram,8,credited-by-mirror
a,2025-02-03,Telegram: rusputnikmd,telegram,110,credited-by-mirror
a,2025-02-03,kp.ru,domain,75,credited-by-mirror
a,2025-02-03,lenta.ru,domain,205,credited-by-mirror
a,2025-02-03,ria.ru,domain,188,credited-by-mirror
a,2025-02-03,tass.ru,domain,334,credited-by-mirror
a,2025-02-04,Telegram: leblorikzov,telegram,83,credited-by-mirror
a,2025-02-04,Telegram: llordofwar,telegram,88,credited-by-mirror
a,2025-02-04,Telegram: lomovkaa,telegram,45,credited-by-mirror
a,2025-02-04,Telegram: ostashkonews,telegram,14,credited-by-mirror
a,2025-02-04,Telegram: rusputnikmd,telegram,114,credited-by-mirror
a,2025-02-04,kp.ru,domain,93,credited-by-mirror
a,2025-02-04,lenta.ru,domain,225,credited-by-mirror
a,2025-02-04,ria.ru,domain,238,credited-by-mirror
a,2025-02-04,tass.ru,domain,389,credited-by-mirror
a,2025-02-05,Telegram: leblorikzov,telegram,112,credited-by-mirror
a,2025-02-05,Telegram: llordofwar,telegram,81,credited-by-mirror
a,2025-02-05,Telegram: lomovkaa,telegram,62,credited-by-mirror
a,2025-02-05,Telegram: ostashkonews,telegram,7,credited-by-mirror
a,2025-02-05,Telegram: rusputnikmd,telegram,110,credited-by-mirror
a,2025-02-05,kp.ru,domain,92,credited-by-mirror
a,2025-02-05,lenta.ru,domain,222,credited-by-mirror
a,2025-02-05,ria.ru,domain,256,credited-by-mirror
a,2025-02-05,tass.ru,domain,355,credited-by-mirror
a,2025-02-06,Telegram: leblorikzov,telegram,101,credited-by-mirror
a,2025-02-06,Telegram: llordofwar,telegram,70,credited-by-mirror
a,2025-02-06,Telegram: lomovkaa,telegram,46,credited-by-mirror
a,2025-02-06,Telegram: ostashkonews,telegram,6,credited-by-mirror
a,2025-02-06,Telegram: rusputnikmd,telegram,134,credited-by-mirror
a,2025-02-06,kp.ru,domain,61,credited-by-mirror
a,2025-02-06,lenta.ru,domain,117,credited-by-mirror
a,2025-02-06,ria.ru,domain,226,credited-by-mirror
a,2025-02-06,tass.ru,domain,368,credited-by-mirror
a,2025-02-07,Telegram: leblorikzov,telegram,99,credited-by-mirror
a,2025-02-07,Telegram: llordofwar,telegram,73,credited-by-mirror
a,2025-02-07,Telegram: lomovkaa,telegram,67,credited-by-mirror
a,2025-02-07,Telegram: ostashkonews,telegram,6,credited-by-mirror
a,2025-02-07,Telegram: rusputnikmd,telegram,110,credited-by-mirror
a,2025-02-07,kp.ru,domain,84,credited-by-mirror
a,2025-02-07,lenta.ru,domain,177,credited-by-mirror
a,2025-02-07,ria.ru,domain,215,credited-by-mirror
a,2025-02-07,tass.ru,domain,369,credited-by-mirror
a,2025-02-08,Telegram: leblorikzov,telegram,87,credited-by-mirror
a,2025-02-08,Telegram: llordofwar,telegram,59,credited-by-mirror
a,2025-02-08,Telegram: lomovkaa,telegram,71,credited-by-mirror
a,2025-02-08,Telegram: ostashkonews,telegram,6,credited-by-mirror
a,2025-02-08,Telegram: rusputnikmd,telegram,84,credited-by-mirror
a,2025-02-08,kp.ru,domain,48,credited-by-mirror
a,2025-02-08,lenta.ru,domain,123,credited-by-mirror
a,2025-02-08,ria.ru,domain,197,credited-by-mirror
a,2025-02-08,tass.ru,domain,204,credited-by-mirror
a,2025-02-09,Telegram: leblorikzov,telegram,80,credited-by-mirror
a,2025-02-09,Telegram: llordofwar,telegram,58,credited-by-mirror
a,2025-02-09,Telegram: lomovkaa,telegram,60,credited-by-mirror
a,2025-02-09,Telegram: ostashkonews,telegram,2,credited-by-mirror
a,2025-02-09,Telegram: rusputnikmd,telegram,66,credited-by-mirror
a,2025-02-09,kp.ru,domain,44,credited-by-mirror
a,2025-02-09,lenta.ru,domain,124,credited-by-mirror
a,2025-02-09,ria.ru,domain,159,credited-by-mirror
a,2025-02-09,tass.ru,domain,166,credited-by-mirror
a,2025-02-10,Telegram: leblorikzov,telegram,87,credited-by-mirror
a,2025-02-10,Telegram: llordofwar,telegram,103,credited-by-mirror
a,2025-02-10,Telegram: lomovkaa,telegram,72,credited-by-mirror
a,2025-02-10,Telegram: ostashkonews,telegram,14,credited-by-mirror
a,2025-02-10,Telegram: rusputnikmd,telegram,104,credited-by-mirror
a,2025-02-10,kp.ru,domain,113,credited-by-mirror
a,2025-02-10,lenta.ru,domain,210,credited-by-mirror
a,2025-02-10,ria.ru,domain,202,credited-by-mirror
a,2025-02-10,tass.ru,domain,363,credited-by-mirror
a,2025-02-11,Telegram: leblorikzov,telegram,80,credited-by-mirror
a,2025-02-11,Telegram: llordofwar,telegram,85,credited-by-mirror
a,2025-02-11,Telegram: lomovkaa,telegram,49,credited-by-mirror
a,2025-02-11,Telegram: ostashkonews,telegram,4,credited-by-mirror
a,2025-02-11,Telegram: rusputnikmd,telegram,124,credited-by-mirror
a,2025-02-11,kp.ru,domain,91,credited-by-mirror
a,2025-02-11,lenta.ru,domain,204,credited-by-mirror
a,2025-02-11,ria.ru,domain,298,credited-by-mirror
a,2025-02-11,tass.ru,domain,272,credited-by-mirror
a,2025-02-12,Telegram: leblorikzov,telegram,112,credited-by-mirror
a,2025-02-12,Telegram: llordofwar,telegram,104,credited-by-mirror
a,2025-02-12,Telegram: lomovkaa,telegram,71,credited-by-mirror
a,2025-02-12,Telegram: ostashkonews,telegram,9,credited-by-mirror
a,2025-02-12,Telegram: rusputnikmd,telegram,150,credited-by-mirror
a,2025-02-12,kp.ru,domain,149,credited-by-mirror
a,2025-02-12,lenta.ru,domain,271,credited-by-mirror
a,2025-02-12,ria.ru,domain,346,credited-by-mirror
a,2025-02-12,tass.ru,domain,424,credited-by-mirror
a,2025-02-13,Telegram: leblorikzov,telegram,92,credited-by-mirror
a,2025-02-13,Telegram: llordofwar,telegram,150,credited-by-mirror
a,2025-02-13,Telegram: lomovkaa,telegram,81,credited-by-mirror
a,2025-02-13,Telegram: ostashkonews,telegram,10,credited-by-mirror
a,2025-02-13,Telegram: rusputnikmd,telegram,150,credited-by-mirror
a,2025-02-13,kp.ru,domain,168,credited-by-mirror
a,2025-02-13,lenta.ru,domain,266,credited-by-mirror
a,2025-02-13,ria.ru,domain,412,credited-by-mirror
a,2025-02-13,tass.ru,domain,530,credited-by-mirror
a,2025-02-14,Telegram: leblorikzov,telegram,114,credited-by-mirror
a,2025-02-14,Telegram: llordofwar,telegram,131,credited-by-mirror
a,2025-02-14,Telegram: lomovkaa,telegram,58,credited-by-mirror
a,2025-02-14,Telegram: ostashkonews,telegram,12,credited-by-mirror
a,2025-02-14,Telegram: rusputnikmd,telegram,108,credited-by-mirror
a,2025-02-14,kp.ru,domain,110,credited-by-mirror
a,2025-02-14,lenta.ru,domain,255,credited-by-mirror
a,2025-02-14,ria.ru,domain,349,credited-by-mirror
a,2025-02-14,tass.ru,domain,506,credited-by-mirror
a,2025-02-15,Telegram: leblorikzov,telegram,80,credited-by-mirror
a,2025-02-15,Telegram: llordofwar,telegram,88,credited-by-mirror
a,2025-02-15,Telegram: lomovkaa,telegram,62,credited-by-mirror
a,2025-02-15,Telegram: ostashkonews,telegram,2,credited-by-mirror
a,2025-02-15,Telegram: rusputnikmd,telegram,90,credited-by-mirror
a,2025-02-15,kp.ru,domain,49,credited-by-mirror
a,2025-02-15,lenta.ru,domain,88,credited-by-mirror
a,2025-02-15,ria.ru,domain,173,credited-by-mirror
a,2025-02-15,tass.ru,domain,225,credited-by-mirror
a,2025-02-16,Telegram: leblorikzov,telegram,94,credited-by-mirror
a,2025-02-16,Telegram: llordofwar,telegram,98,credited-by-mirror
a,2025-02-16,Telegram: lomovkaa,telegram,64,credited-by-mirror
a,2025-02-16,Telegram: ostashkonews,telegram,9,credited-by-mirror
a,2025-02-16,Telegram: rusputnikmd,telegram,68,credited-by-mirror
a,2025-02-16,kp.ru,domain,78,credited-by-mirror
a,2025-02-16,lenta.ru,domain,114,credited-by-mirror
