mirror,date,source,source_type,credits,relationship
a,2024-12-01,Telegram: leblorikzov,telegram,75,credited-by-mirror
a,2024-12-01,Telegram: llordofwar,telegram,78,credited-by-mirror
a,2024-12-01,Telegram: lomovkaa,telegram,54,credited-by-mirror
a,2024-12-01,Telegram: ostashkonews,telegram,17,credited-by-mirror
a,2024-12-01,Telegram: rusputnikmd,telegram,50,credited-by-mirror
a,2024-12-01,kp.ru,domain,31,credited-by-mirror
a,2024-12-01,lenta.ru,domain,101,credited-by-mirror
a,2024-12-01,ria.ru,domain,119,credited-by-mirror
a,2024-12-01,tass.ru,domain,207,credited-by-mirror
a,2024-12-02,Telegram: leblorikzov,telegram,97,credited-by-mirror
a,2024-12-02,Telegram: llordofwar,telegram,106,credited-by-mirror
a,2024-12-02,Telegram: lomovkaa,telegram,44,credited-by-mirror
a,2024-12-02,Telegram: ostashkonews,telegram,12,credited-by-mirror
a,2024-12-02,Telegram: rusputnikmd,telegram,96,credited-by-mirror
a,2024-12-02,kp.ru,domain,53,credited-by-mirror
a,2024-12-02,lenta.ru,domain,179,credited-by-mirror
a,2024-12-02,ria.ru,domain,237,credited-by-mirror
a,2024-12-02,tass.ru,domain,336,credited-by-mirror
a,2024-12-03,Telegram: leblorikzov,telegram,81,credited-by-mirror
a,2024-12-03,Telegram: llordofwar,telegram,113,credited-by-mirror
a,2024-12-03,Telegram: lomovkaa,telegram,67,credited-by-mirror
a,2024-12-03,Telegram: ostashkonews,telegram,25,credited-by-mirror
a,2024-12-03,Telegram: rusputnikmd,telegram,100,credited-by-mirror
a,2024-12-03,kp.ru,domain,71,credited-by-mirror
a,2024-12-03,lenta.ru,domain,215,credited-by-mirror
a,2024-12-03,ria.ru,domain,267,credited-by-mirror
a,2024-12-03,tass.ru,domain,422,credited-by-mirror
a,2024-12-04,Telegram: leblorikzov,telegram,87,credited-by-mirror
a,2024-12-04,Telegram: llordofwar,telegram,118,credited-by-mirror
a,2024-12-04,Telegram: lomovkaa,telegram,50,credited-by-mirror
a,2024-12-04,Telegram: ostashkonews,telegram,23,credited-by-mirror
a,2024-12-04,Telegram: rusputnikmd,telegram,126,credited-by-mirror
a,2024-12-04,kp.ru,domain,108,credited-by-mirror
a,2024-12-04,lenta.ru,domain,229,credited-by-mirror
a,2024-12-04,ria.ru,domain,249,credited-by-mirror
a,2024-12-04,tass.ru,domain,526,credited-by-mirror
a,2024-12-05,Telegram: leblorikzov,telegram,95,credited-by-mirror
a,2024-12-05,Telegram: llordofwar,telegram,105,credited-by-mirror
a,2024-12-05,Telegram: lomovkaa,telegram,55,credited-by-mirror
a,2024-12-05,Telegram: ostashkonews,telegram,10,credited-by-mirror
a,2024-12-05,Telegram: rusputnikmd,telegram,110,credited-by-mirror
a,2024-12-05,kp.ru,domain,90,credited-by-mirror
a,2024-12-05,lenta.ru,domain,212,credited-by-mirror
a,2024-12-05,ria.ru,domain,185,credited-by-mirror
a,2024-12-05,tass.ru,domain,377,credited-by-mirror
a,2024-12-06,Telegram: leblorikzov,telegram,78,credited-by-mirror
