mirror,date,source,source_type,credits,relationship
a,2024-11-09,Telegram: lomovkaa,telegram,44,credited-by-mirror
a,2024-11-09,Telegram: rusputnikmd,telegram,82,credited-by-mirror
a,2024-11-09,kp.ru,domain,43,credited-by-mirror
a,2024-11-09,lenta.ru,domain,110,credited-by-mirror
a,2024-11-09,ria.ru,domain,147,credited-by-mirror
a,2024-11-09,russian.rt.com,domain,41,credited-by-mirror
a,2024-11-09,tass.ru,domain,153,credited-by-mirror
a,2024-11-10,Telegram: leblorikzov,telegram,62,credited-by-mirror
a,2024-11-10,Telegram: llordofwar,telegram,113,credited-by-mirror
a,2024-11-10,Telegram: lomovkaa,telegram,60,credited-by-mirror
a,2024-11-10,Telegram: rusputnikmd,telegram,50,credited-by-mirror
a,2024-11-10,kp.ru,domain,51,credited-by-mirror
a,2024-11-10,lenta.ru,domain,96,credited-by-mirror
a,2024-11-10,ria.ru,domain,108,credited-by-mirror
a,2024-11-10,russian.rt.com,domain,50,credited-by-mirror
a,2024-11-10,tass.ru,domain,153,credited-by-mirror
a,2024-11-11,Telegram: leblorikzov,telegram,66,credited-by-mirror
a,2024-11-11,Telegram: llordofwar,telegram,123,credited-by-mirror
a,2024-11-11,Telegram: lomovkaa,telegram,46,credited-by-mirror
a,2024-11-11,Telegram: rusputnikmd,telegram,96,credited-by-mirror
a,2024-11-11,kp.ru,domain,53,credited-by-mirror
a,2024-11-11,lenta.ru,domain,140,credited-by-mirror
a,2024-11-11,ria.ru,domain,167,credited-by-mirror
a,2024-11-11,russian.rt.com,domain,35,credited-by-mirror
a,2024-11-11,tass.ru,domain,303,credited-by-mirror
a,2024-11-12,Telegram: leblorikzov,telegram,87,credited-by-mirror
a,2024-11-12,Telegram: llordofwar,telegram,122,credited-by-mirror
a,2024-11-12,Telegram: lomovkaa,telegram,49,credited-by-mirror
a,2024-11-12,Telegram: rusputnikmd,telegram,108,credited-by-mirror
a,2024-11-12,kp.ru,domain,67,credited-by-mirror
a,2024-11-12,lenta.ru,domain,179,credited-by-mirror
a,2024-11-12,ria.ru,domain,193,credited-by-mirror
a,2024-11-12,russian.rt.com,domain,55,credited-by-mirror
a,2024-11-12,tass.ru,domain,297,credited-by-mirror
a,2024-11-13,Telegram: leblorikzov,telegram,78,credited-by-mirror
a,2024-11-13,Telegram: llordofwar,telegram,94,credited-by-mirror
a,2024-11-13,Telegram: lomovkaa,telegram,53,credited-by-mirror
a,2024-11-13,Telegram: rusputnikmd,telegram,102,credited-by-mirror
a,2024-11-13,kp.ru,domain,68,credited-by-mirror
a,2024-11-13,lenta.ru,domain,176,credited-by-mirror
a,2024-11-13,ria.ru,domain,207,credited-by-mirror
a,2024-11-13,russian.rt.com,domain,44,credited-by-mirror
a,2024-11-13,tass.ru,domain,416,credited-by-mirror
a,2024-11-14,Telegram: leblorikzov,telegram,51,credited-by-mirror
a,2024-11-14,Telegram: llordofwar,telegram,89,credited-by-mirror
a,2024-11-14,Telegram: lomovkaa,telegram,49,credited-by-mirror
a,2024-11-14,Telegram: rusputnikmd,telegram,78,credited-by-mirror
a,2024-11-14,kp.ru,domain,62,credited-by-mirror
a,2024-11-14,lenta.ru,domain,183,credited-by-mirror
a,2024-11-14,ria.ru,domain,143,credited-by-mirror
a,2024-11-14,russian.rt.com,domain,49,credited-by-mirror
a,2024-11-14,tass.ru,domain,343,credited-by-mirror
a,2024-11-15,Telegram: leblorikzov,telegram,86,credited-by-mirror
a,2024-11-15,Telegram: llordofwar,telegram,67,credited-by-mirror
a,2024-11-15,Telegram: lomovkaa,telegram,40,credited-by-mirror
a,2024-11-15,Telegram: rusputnikmd,telegram,90,credited-by-mirror
a,2024-11-15,kp.ru,domain,73,credited-by-mirror
a,2024-11-15,lenta.ru,domain,142,credited-by-mirror
a,2024-11-15,ria.ru,domain,170,credited-by-mirror
a,2024-11-15,russian.rt.com,domain,36,credited-by-mirror
a,2024-11-15,tass.ru,domain,301,credited-by-mirror
a,2024-11-16,Telegram: leblorikzov,telegram,73,credited-by-mirror
a,2024-11-16,Telegram: llordofwar,telegram,73,credited-by-mirror
a,2024-11-16,Telegram: lomovkaa,telegram,51,credited-by-mirror
a,2024-11-16,Telegram: rusputnikmd,telegram,66,credited-by-mirror
a,2024-11-16,kp.ru,domain,31,credited-by-mirror
a,2024-11-16,lenta.ru,domain,95,credited-by-mirror
a,2024-11-16,ria.ru,domain,142,credited-by-mirror
a,2024-11-16,russian.rt.com,domain,28,credited-by-mirror
a,2024-11-16,tass.ru,domain,201,credited-by-mirror
a,2024-11-17,Telegram: leblorikzov,telegram,101,credited-by-mirror
a,2024-11-17,Telegram: llordofwar,telegram,90,credited-by-mirror
a,2024-11-17,Telegram: lomovkaa,telegram,50,credited-by-mirror
a,2024-11-17,Telegram: rusputnikmd,telegram,66,credited-by-mirror
a,2024-11-17,kp.ru,domain,54,credited-by-mirror
a,2024-11-17,lenta.ru,domain,127,credited-by-mirror
a,2024-11-17,ria.ru,domain,162,credited-by-mirror
a,2024-11-17,russian.rt.com,domain,65,credited-by-mirror
a,2024-11-17,tass.ru,domain,183,credited-by-mirror
a,2024-11-18,Telegram: leblorikzov,telegram,84,credited-by-mirror
a,2024-11-18,Telegram: llordofwar,telegram,123,credited-by-mirror
a,2024-11-18,Telegram: lomovkaa,telegram,54,credited-by-mirror
a,2024-11-18,Telegram: rusputnikmd,telegram,130,credited-by-mirror
a,2024-11-18,kp.ru,domain,117,credited-by-mirror
a,2024-11-18,lenta.ru,domain,208,credited-by-mirror
a,2024-11-18,ria.ru,domain,204,credited-by-mirror
a,2024-11-18,russian.rt.com,domain,66,credited-by-mirror
a,2024-11-18,tass.ru,domain,445,credited-by-mirror
a,2024-11-19,Telegram: leblorikzov,telegram,85,credited-by-mirror
a,2024-11-19,Telegram: llordofwar,telegram,113,credited-by-mirror
a,2024-11-19,Telegram: lomovkaa,telegram,56,credited-by-mirror
a,2024-11-19,Telegram: rusputnikmd,telegram,134,credited-by-mirror
a,2024-11-19,kp.ru,domain,93,credited-by-mirror
a,2024-11-19,lenta.ru,domain,201,credited-by-mirror
a,2024-11-19,ria.ru,domain,188,credited-by-mirror
a,2024-11-19,russian.rt.com,domain,64,credited-by-mirror
a,2024-11-19,tass.ru,domain,432,credited-by-mirror
a,2024-11-20,Telegram: leblorikzov,telegram,92,credited-by-mirror
a,2024-11-20,Telegram: llordofwar,telegram,110,credited-by-mirror
a,2024-11-20,Telegram: lomovkaa,telegram,56,credited-by-mirror
a,2024-11-20,Telegram: rusputnikmd,telegram,104,credited-by-mirror
a,2024-11-20,kp.ru,domain,69,credited-by-mirror
a,2024-11-20,lenta.ru,domain,202,credited-by-mirror
a,2024-11-20,ria.ru,domain,143,credited-by-mirror
a,2024-11-20,russian.rt.com,domain,55,credited-by-mirror
a,2024-11-20,tass.ru,domain,300,credited-by-mirror
a,2024-11-21,Telegram: leblorikzov,telegram,93,credited-by-mirror
a,2024-11-21,Telegram: llordofwar,telegram,115,credited-by-mirror
a,2024-11-21,Telegram: lomovkaa,telegram,46,credited-by-mirror
a,2024-11-21,Telegram: rusputnikmd,telegram,122,credited-by-mirror
a,2024-11-21,kp.ru,domain,67,credited-by-mirror
a,2024-11-21,lenta.ru,domain,191,credited-by-mirror
a,2024-11-21,ria.ru,domain,166,credited-by-mirror
a,2024-11-21,russian.rt.com,domain,56,credited-by-mirror
a,2024-11-21,tass.ru,domain,324,credited-by-mirror
a,2024-11-22,Telegram: leblorikzov,telegram,99,credited-by-mirror
a,2024-11-22,Telegram: llordofwar,telegram,87,credited-by-mirror
a,2024-11-22,Telegram: lomovkaa,telegram,65,credited-by-mirror
a,2024-11-22,Telegram: rusputnikmd,telegram,112,credited-by-mirror
a,2024-11-22,kp.ru,domain,61,credited-by-mirror
a,2024-11-22,lenta.ru,domain,165,credited-by-mirror
a,2024-11-22,ria.ru,domain,164,credited-by-mirror
a,2024-11-22,russian.rt.com,domain,53,credited-by-mirror
a,2024-11-22,tass.ru,domain,339,credited-by-mirror
a,2024-11-23,Telegram: leblorikzov,telegram,74,credited-by-mirror
a,2024-11-23,Telegram: llordofwar,telegram,85,credited-by-mirror
a,2024-11-23,Telegram: lomovkaa,telegram,52,credited-by-mirror
a,2024-11-23,Telegram: rusputnikmd,telegram,78,credited-by-mirror
a,2024-11-23,kp.ru,domain,28,credited-by-mirror
a,2024-11-23,lenta.ru,domain,86,credited-by-mirror
a,2024-11-23,ria.ru,domain,105,credited-by-mirror
a,2024-11-23,russian.rt.com,domain,31,credited-by-mirror
a,2024-11-23,tass.ru,domain,150,credited-by-mirror
a,2024-11-24,Telegram: leblorikzov,telegram,77,credited-by-mirror
a,2024-11-24,Telegram: llordofwar,telegram,66,credited-by-mirror
a,2024-11-24,Telegram: lomovkaa,telegram,49,credited-by-mirror
a,2024-11-24,Telegram: rusputnikmd,telegram,56,credited-by-mirror
a,2024-11-24,kp.ru,domain,29,credited-by-mirror
a,2024-11-24,lenta.ru,domain,88,credited-by-mirror
a,2024-11-24,ria.ru,domain,93,credited-by-mirror
a,2024-11-24,russian.rt.com,domain,24,credited-by-mirror
a,2024-11-24,tass.ru,domain,128,credited-by-mirror
a,2024-11-25,Telegram: leblorikzov,telegram,68,credited-by-mirror
a,2024-11-25,Telegram: llordofwar,telegram,98,credited-by-mirror
a,2024-11-25,Telegram: lomovkaa,telegram,37,credited-by-mirror
a,2024-11-25,Telegram: rusputnikmd,telegram,82,credited-by-mirror
a,2024-11-25,kp.ru,domain,55,credited-by-mirror
a,2024-11-25,lenta.ru,domain,233,credited-by-mirror
a,2024-11-25,ria.ru,domain,213,credited-by-mirror
a,2024-11-25,russian.rt.com,domain,41,credited-by-mirror
a,2024-11-25,tass.ru,domain,304,credited-by-mirror
a,2024-11-26,Telegram: leblorikzov,telegram,86,credited-by-mirror
a,2024-11-26,Telegram: llordofwar,telegram,109,credited-by-mirror
a,2024-11-26,Telegram: lomovkaa,telegram,59,credited-by-mirror
a,2024-11-26,Telegram: rusputnikmd,telegram,90,credited-by-mirror
a,2024-11-26,kp.ru,domain,69,credited-by-mirror
a,2024-11-26,lenta.ru,domain,220,credited-by-mirror
a,2024-11-26,ria.ru,domain,223,credited-by-mirror
a,2024-11-26,russian.rt.com,domain,50,credited-by-mirror
a,2024-11-26,tass.ru,domain,295,credited-by-mirror
a,2024-11-27,Telegram: leblorikzov,telegram,93,credited-by-mirror
a,2024-11-27,Telegram: llordofwar,telegram,96,credited-by-mirror
a,2024-11-27,Telegram: lomovkaa,telegram,47,credited-by-mirror
a,2024-11-27,Telegram: rusputnikmd,telegram,112,credited-by-mirror
a,2024-11-27,kp.ru,domain,77,credited-by-mirror
a,2024-11-27,lenta.ru,domain,185,credited-by-mirror
a,2024-11-27,ria.ru,domain,137,credited-by-mirror
a,2024-11-27,russian.rt.com,domain,42,credited-by-mirror
a,2024-11-27,tass.ru,domain,297,credited-by-mirror
a,2024-11-28,Telegram: leblorikzov,telegram,107,credited-by-mirror
a,2024-11-28,Telegram: llordofwar,telegram,81,credited-by-mirror
a,2024-11-28,Telegram: lomovkaa,telegram,45,credited-by-mirror
a,2024-11-28,Telegram: rusputnikmd,telegram,118,credited-by-mirror
a,2024-11-28,kp.ru,domain,62,credited-by-mirror
a,2024-11-28,lenta.ru,domain,155,credited-by-mirror
a,2024-11-28,ria.ru,domain,140,credited-by-mirror
a,2024-11-28,russian.rt.com,domain,39,credited-by-mirror
a,2024-11-28,tass.ru,domain,261,credited-by-mirror
a,2024-11-29,Telegram: leblorikzov,telegram,97,credited-by-mirror
a,2024-11-29,Telegram: llordofwar,telegram,96,credited-by-mirror
a,2024-11-29,Telegram: lomovkaa,telegram,75,credited-by-mirror
a,2024-11-29,Telegram: rusputnikmd,telegram,106,credited-by-mirror
a,2024-11-29,kp.ru,domain,45,credited-by-mirror
a,2024-11-29,lenta.ru,domain,191,credited-by-mirror
a,2024-11-29,ria.ru,domain,168,credited-by-mirror
a,2024-11-29,russian.rt.com,domain,37,credited-by-mirror
a,2024-11-29,tass.ru,domain,308,credited-by-mirror
a,2024-11-30,Telegram: leblorikzov,telegram,95,credited-by-mirror
a,2024-11-30,Telegram: llordofwar,telegram,75,credited-by-mirror
a,2024-11-30,Telegram: lomovkaa,telegram,51,credited-by-mirror
a,2024-11-30,Telegram: rusputnikmd,telegram,60,credited-by-mirror
a,2024-11-30,kp.ru,domain,35,credited-by-mirror
a,2024-11-30,lenta.ru,domain,113,credited-by-mirror
a,2024-11-30,ria.ru,domain,144,credited-by-mirror
a,2024-11-30,russian.rt.com,domain,25,credited-by-mirror
a,2024-11-30,tass.ru,domain,207,credited-by-mirror
albania,2024-11-01,Telegram: rusembalb,telegram,7,credited-by-mirror
albania,2024-11-02,Telegram: rusembalb,telegram,4,credited-by-mirror
albania,2024-11-02,tass.ru,domain,3,credited-by-mirror
albania,2024-11-03,Telegram: Politnavigator,telegram,1,credited-by-mirror
albania,2024-11-03,Telegram: rusembalb,telegram,2,credited-by-mirror
albania,2024-11-04,Telegram: rusembalb,telegram,3,credited-by-mirror
albania,2024-11-04,ria.ru,domain,4,credited-by-mirror
albania,2024-11-05,Telegram: Politnavigator,telegram,2,credited-by-mirror
albania,2024-11-05,Telegram: rusembalb,telegram,3,credited-by-mirror
albania,2024-11-05,lenta.ru,domain,1,credited-by-mirror
albania,2024-11-05,tass.ru,domain,2,credited-by-mirror
albania,2024-11-06,Telegram: Politnavigator,telegram,1,credited-by-mirror
albania,2024-11-06,Telegram: rusembalb,telegram,2,credited-by-mirror
albania,2024-11-07,Telegram: infantmilitario,telegram,1,credited-by-mirror
albania,2024-11-07,Telegram: rusembalb,telegram,3,credited-by-mirror
albania,2024-11-07,ria.ru,domain,1,credited-by-mirror
albania,2024-11-08,Telegram: rusembalb,telegram,4,credited-by-mirror
albania,2024-11-10,lenta.ru,domain,1,credited-by-mirror
albania,2024-11-11,Telegram: Politnavigator,telegram,1,credited-by-mirror
albania,2024-11-11,Telegram: rusembalb,telegram,1,credited-by-mirror
albania,2024-11-11,tass.ru,domain,1,credited-by-mirror
albania,2024-11-12,Telegram: rusembalb,telegram,3,credited-by-mirror
albania,2024-11-12,lenta.ru,domain,1,credited-by-mirror
albania,2024-11-13,Telegram: rusembalb,telegram,3,credited-by-mirror
albania,2024-11-13,Telegram: rybar,telegram,1,credited-by-mirror
albania,2024-11-13,lenta.ru,domain,1,credited-by-mirror
albania,2024-11-13,ria.ru,domain,1,credited-by-mirror
albania,2024-11-13,tass.ru,domain,1,credited-by-mirror
albania,2024-11-14,Telegram: rusembalb,telegram,2,credited-by-mirror
albania,2024-11-15,Telegram: Politnavigator,telegram,1,credited-by-mirror
albania,2024-11-15,Telegram: rusembalb,telegram,1,credited-by-mirror
albania,2024-11-15,tass.ru,domain,1,credited-by-mirror
albania,2024-11-16,Telegram: rusembalb,telegram,1,credited-by-mirror
albania,2024-11-16,lenta.ru,domain,2,credited-by-mirror
albania,2024-11-18,Telegram: rusembalb,telegram,2,credited-by-mirror
albania,2024-11-18,ria.ru,domain,1,credited-by-mirror
albania,2024-11-19,Telegram: Politnavigator,telegram,1,credited-by-mirror
albania,2024-11-19,Telegram: rusembalb,telegram,4,credited-by-mirror
albania,2024-11-19,lenta.ru,domain,1,credited-by-mirror
albania,2024-11-20,Telegram: Politnavigator,telegram,1,credited-by-mirror
albania,2024-11-20,Telegram: rusembalb,telegram,1,credited-by-mirror
albania,2024-11-20,lenta.ru,domain,2,credited-by-mirror
albania,2024-11-21,Telegram: Politnavigator,telegram,1,credited-by-mirror
albania,2024-11-21,Telegram: rusembalb,telegram,5,credited-by-mirror
albania,2024-11-21,tass.ru,domain,1,credited-by-mirror
albania,2024-11-22,Telegram: rusembalb,telegram,1,credited-by-mirror
albania,2024-11-22,tass.ru,domain,1,credited-by-mirror
albania,2024-11-23,Telegram: Politnavigator,telegram,1,credited-by-mirror
albania,2024-11-23,tass.ru,domain,1,credited-by-mirror
albania,2024-11-25,Telegram: Politnavigator,telegram,1,credited-by-mirror
albania,2024-11-26,Telegram: Politnavigator,telegram,2,credited-by-mirror
albania,2024-11-28,Telegram: Politnavigator,telegram,1,credited-by-mirror
albania,2024-11-28,tass.ru,domain,1,credited-by-mirror
albania,2024-11-29,Telegram: rusembalb,telegram,4,credited-by-mirror
albania,2024-11-29,lenta.ru,domain,1,credited-by-mirror
albania,2024-11-29,tass.ru,domain,1,credited-by-mirror
albania,2024-11-30,Telegram: Politnavigator,telegram,2,credited-by-mirror
albania,2024-11-30,Telegram: infantmilitario,telegram,2,credited-by-mirror
albania,2024-11-30,Telegram: rybar,telegram,2,credited-by-mirror
albania,2024-11-30,ria.ru,domain,3,credited-by-mirror
albania,2024-11-30,tass.ru,domain,2,credited-by-mirror
armenia,2024-11-08,Telegram: armeniasputnik,telegram,21,credited-by-mirror
armenia,2024-11-08,Telegram: rusembassyarm,telegram,2,credited-by-mirror
armenia,2024-11-09,Telegram: RadioSputnikArm,telegram,1,credited-by-mirror
armenia,2024-11-09,Telegram: armeniasputnik,telegram,19,credited-by-mirror
armenia,2024-11-09,Telegram: infodefARM,telegram,3,credited-by-mirror
armenia,2024-11-09,Telegram: rusembassyarm,telegram,1,credited-by-mirror
armenia,2024-11-09,tass.ru,domain,5,credited-by-mirror
armenia,2024-11-10,Telegram: armeniasputnik,telegram,17,credited-by-mirror
armenia,2024-11-10,Telegram: sputniklive,telegram,1,credited-by-mirror
armenia,2024-11-10,Telegram: tsargradnewsarmenia,telegram,4,credited-by-mirror
armenia,2024-11-10,tass.ru,domain,2,credited-by-mirror
armenia,2024-11-11,Telegram: armeniasputnik,telegram,41,credited-by-mirror
armenia,2024-11-11,Telegram: infodefARM,telegram,3,credited-by-mirror
armenia,2024-11-11,Telegram: sputniklive,telegram,1,credited-by-mirror
armenia,2024-11-11,Telegram: tsargradnewsarmenia,telegram,4,credited-by-mirror
armenia,2024-11-11,tass.ru,domain,3,credited-by-mirror
armenia,2024-11-12,Telegram: armeniasputnik,telegram,45,credited-by-mirror
armenia,2024-11-12,Telegram: infodefARM,telegram,2,credited-by-mirror
armenia,2024-11-12,Telegram: sputniklive,telegram,1,credited-by-mirror
armenia,2024-11-12,Telegram: tsargradnewsarmenia,telegram,6,credited-by-mirror
armenia,2024-11-12,arm.sputniknews.ru,domain,25,credited-by-mirror
armenia,2024-11-12,tass.ru,domain,4,credited-by-mirror
armenia,2024-11-13,Telegram: armeniasputnik,telegram,40,credited-by-mirror
armenia,2024-11-13,Telegram: infodefARM,telegram,4,credited-by-mirror
armenia,2024-11-13,Telegram: rusembassyarm,telegram,2,credited-by-mirror
armenia,2024-11-13,Telegram: tsargradnewsarmenia,telegram,5,credited-by-mirror
armenia,2024-11-13,arm.sputniknews.ru,domain,31,credited-by-mirror
armenia,2024-11-13,tass.ru,domain,9,credited-by-mirror
armenia,2024-11-14,Telegram: armeniasputnik,telegram,34,credited-by-mirror
armenia,2024-11-14,Telegram: infodefARM,telegram,1,credited-by-mirror
armenia,2024-11-14,Telegram: sputniklive,telegram,3,credited-by-mirror
armenia,2024-11-14,Telegram: tsargradnewsarmenia,telegram,9,credited-by-mirror
armenia,2024-11-14,arm.sputniknews.ru,domain,23,credited-by-mirror
armenia,2024-11-14,tass.ru,domain,6,credited-by-mirror
armenia,2024-11-15,Telegram: armeniasputnik,telegram,33,credited-by-mirror
armenia,2024-11-15,Telegram: infodefARM,telegram,3,credited-by-mirror
armenia,2024-11-15,Telegram: rusembassyarm,telegram,2,credited-by-mirror
armenia,2024-11-15,Telegram: sputniklive,telegram,1,credited-by-mirror
armenia,2024-11-15,Telegram: tsargradnewsarmenia,telegram,4,credited-by-mirror
armenia,2024-11-15,arm.sputniknews.ru,domain,20,credited-by-mirror
armenia,2024-11-15,tass.ru,domain,6,credited-by-mirror
armenia,2024-11-16,Telegram: armeniasputnik,telegram,24,credited-by-mirror
armenia,2024-11-16,Telegram: infodefARM,telegram,2,credited-by-mirror
armenia,2024-11-16,Telegram: tsargradnewsarmenia,telegram,3,credited-by-mirror
armenia,2024-11-16,arm.sputniknews.ru,domain,14,credited-by-mirror
armenia,2024-11-16,tass.ru,domain,3,credited-by-mirror
armenia,2024-11-17,Telegram: armeniasputnik,telegram,20,credited-by-mirror
armenia,2024-11-17,Telegram: infodefARM,telegram,3,credited-by-mirror
armenia,2024-11-17,Telegram: rusembassyarm,telegram,2,credited-by-mirror
armenia,2024-11-17,Telegram: tsargradnewsarmenia,telegram,3,credited-by-mirror
armenia,2024-11-17,arm.sputniknews.ru,domain,9,credited-by-mirror
armenia,2024-11-17,tass.ru,domain,3,credited-by-mirror
armenia,2024-11-18,Telegram: armeniasputnik,telegram,43,credited-by-mirror
armenia,2024-11-18,Telegram: infodefARM,telegram,1,credited-by-mirror
armenia,2024-11-18,Telegram: sputniklive,telegram,2,credited-by-mirror
armenia,2024-11-18,Telegram: tsargradnewsarmenia,telegram,8,credited-by-mirror
armenia,2024-11-18,arm.sputniknews.ru,domain,25,credited-by-mirror
armenia,2024-11-18,tass.ru,domain,13,credited-by-mirror
armenia,2024-11-19,Telegram: RadioSputnikArm,telegram,2,credited-by-mirror
armenia,2024-11-19,Telegram: armeniasputnik,telegram,36,credited-by-mirror
armenia,2024-11-19,Telegram: infodefARM,telegram,2,credited-by-mirror
armenia,2024-11-19,Telegram: sputniklive,telegram,3,credited-by-mirror
armenia,2024-11-19,Telegram: tsargradnewsarmenia,telegram,6,credited-by-mirror
armenia,2024-11-19,arm.sputniknews.ru,domain,24,credited-by-mirror
armenia,2024-11-19,tass.ru,domain,4,credited-by-mirror
armenia,2024-11-20,Telegram: RadioSputnikArm,telegram,1,credited-by-mirror
armenia,2024-11-20,Telegram: armeniasputnik,telegram,35,credited-by-mirror
armenia,2024-11-20,Telegram: infodefARM,telegram,3,credited-by-mirror
armenia,2024-11-20,Telegram: sputniklive,telegram,1,credited-by-mirror
armenia,2024-11-20,Telegram: tsargradnewsarmenia,telegram,3,credited-by-mirror
armenia,2024-11-20,arm.sputniknews.ru,domain,12,credited-by-mirror
armenia,2024-11-20,tass.ru,domain,1,credited-by-mirror
armenia,2024-11-21,Telegram: armeniasputnik,telegram,32,credited-by-mirror
armenia,2024-11-21,Telegram: infodefARM,telegram,1,credited-by-mirror
armenia,2024-11-21,Telegram: rusembassyarm,telegram,1,credited-by-mirror
armenia,2024-11-21,Telegram: tsargradnewsarmenia,telegram,4,credited-by-mirror
armenia,2024-11-21,arm.sputniknews.ru,domain,15,credited-by-mirror
armenia,2024-11-22,Telegram: armeniasputnik,telegram,37,credited-by-mirror
armenia,2024-11-22,Telegram: infodefARM,telegram,1,credited-by-mirror
armenia,2024-11-22,Telegram: rusembassyarm,telegram,1,credited-by-mirror
armenia,2024-11-22,Telegram: sputniklive,telegram,3,credited-by-mirror
armenia,2024-11-22,Telegram: tsargradnewsarmenia,telegram,6,credited-by-mirror
armenia,2024-11-22,arm.sputniknews.ru,domain,10,credited-by-mirror
armenia,2024-11-22,tass.ru,domain,7,credited-by-mirror
armenia,2024-11-23,Telegram: RadioSputnikArm,telegram,1,credited-by-mirror
armenia,2024-11-23,Telegram: armeniasputnik,telegram,18,credited-by-mirror
