mirror,date,source,source_type,credits,relationship
a,2024-01-01,ria.ru,domain,12,credited-by-mirror
a,2024-01-01,tass.ru,domain,9,credited-by-mirror
a,2024-01-02,ria.ru,domain,9,credited-by-mirror
a,2024-01-02,tass.ru,domain,21,credited-by-mirror
a,2024-01-03,ria.ru,domain,18,credited-by-mirror
a,2024-01-03,tass.ru,domain,20,credited-by-mirror
a,2024-01-04,ria.ru,domain,22,credited-by-mirror
a,2024-01-04,tass.ru,domain,22,credited-by-mirror
a,2024-01-05,ria.ru,domain,31,credited-by-mirror
a,2024-01-05,tass.ru,domain,20,credited-by-mirror
a,2024-01-06,ria.ru,domain,15,credited-by-mirror
a,2024-01-06,tass.ru,domain,13,credited-by-mirror
a,2024-01-07,ria.ru,domain,25,credited-by-mirror
a,2024-01-07,tass.ru,domain,16,credited-by-mirror
a,2024-01-08,ria.ru,domain,7,credited-by-mirror
a,2024-01-08,tass.ru,domain,2,credited-by-mirror
a,2024-01-09,ria.ru,domain,12,credited-by-mirror
a,2024-01-09,tass.ru,domain,15,credited-by-mirror
a,2024-01-10,ria.ru,domain,25,credited-by-mirror
a,2024-01-10,tass.ru,domain,44,credited-by-mirror
a,2024-01-11,ria.ru,domain,22,credited-by-mirror
a,2024-01-11,tass.ru,domain,46,credited-by-mirror
a,2024-01-12,ria.ru,domain,26,credited-by-mirror
a,2024-01-12,tass.ru,domain,31,credited-by-mirror
a,2024-01-13,ria.ru,domain,22,credited-by-mirror
a,2024-01-13,tass.ru,domain,16,credited-by-mirror
a,2024-01-14,ria.ru,domain,18,credited-by-mirror
a,2024-01-14,tass.ru,domain,20,credited-by-mirror
a,2024-01-15,ria.ru,domain,52,credited-by-mirror
a,2024-01-15,tass.ru,domain,63,credited-by-mirror
a,2024-01-16,ria.ru,domain,23,credited-by-mirror
a,2024-01-16,tass.ru,domain,28,credited-by-mirror
a,2024-01-18,ria.ru,domain,19,credited-by-mirror
a,2024-01-18,tass.ru,domain,47,credited-by-mirror
a,2024-01-19,ria.ru,domain,28,credited-by-mirror
a,2024-01-19,tass.ru,domain,59,credited-by-mirror
a,2024-01-20,ria.ru,domain,28,credited-by-mirror
a,2024-01-20,tass.ru,domain,26,credited-by-mirror
a,2024-01-21,ria.ru,domain,17,credited-by-mirror
a,2024-01-21,tass.ru,domain,14,credited-by-mirror
a,2024-01-22,ria.ru,domain,24,credited-by-mirror
a,2024-01-22,tass.ru,domain,58,credited-by-mirror
a,2024-01-23,ria.ru,domain,37,credited-by-mirror
a,2024-01-23,tass.ru,domain,59,credited-by-mirror
a,2024-01-24,ria.ru,domain,33,credited-by-mirror
a,2024-01-24,tass.ru,domain,60,credited-by-mirror
a,2024-01-25,ria.ru,domain,34,credited-by-mirror
a,2024-01-25,tass.ru,domain,42,credited-by-mirror
a,2024-01-26,ria.ru,domain,30,credited-by-mirror
a,2024-01-26,tass.ru,domain,71,credited-by-mirror
a,2024-01-27,ria.ru,domain,36,credited-by-mirror
a,2024-01-27,tass.ru,domain,32,credited-by-mirror
