mirror,date,source,source_type,credits,relationship
a,2024-07-21,Telegram: leblorikzov,telegram,106,credited-by-mirror
a,2024-07-21,Telegram: lomovkaa,telegram,1,credited-by-mirror
a,2024-07-21,Telegram: ostashkonews,telegram,4,credited-by-mirror
a,2024-07-21,Telegram: rusputnikmd,telegram,62,credited-by-mirror
a,2024-07-21,kp.ru,domain,3,credited-by-mirror
a,2024-07-21,lenta.ru,domain,6,credited-by-mirror
a,2024-07-21,ria.ru,domain,49,credited-by-mirror
a,2024-07-21,tass.ru,domain,85,credited-by-mirror
a,2024-07-22,Telegram: leblorikzov,telegram,90,credited-by-mirror
a,2024-07-22,Telegram: ostashkonews,telegram,3,credited-by-mirror
a,2024-07-22,Telegram: rusputnikmd,telegram,68,credited-by-mirror
a,2024-07-22,kp.ru,domain,13,credited-by-mirror
a,2024-07-22,lenta.ru,domain,41,credited-by-mirror
a,2024-07-22,ria.ru,domain,90,credited-by-mirror
a,2024-07-22,tass.ru,domain,244,credited-by-mirror
a,2024-07-23,Telegram: leblorikzov,telegram,95,credited-by-mirror
a,2024-07-23,Telegram: lomovkaa,telegram,3,credited-by-mirror
a,2024-07-23,Telegram: ostashkonews,telegram,1,credited-by-mirror
a,2024-07-23,Telegram: rusputnikmd,telegram,80,credited-by-mirror
a,2024-07-23,kp.ru,domain,11,credited-by-mirror
a,2024-07-23,lenta.ru,domain,19,credited-by-mirror
a,2024-07-23,ria.ru,domain,52,credited-by-mirror
a,2024-07-23,tass.ru,domain,212,credited-by-mirror
a,2024-07-24,Telegram: leblorikzov,telegram,103,credited-by-mirror
a,2024-07-24,Telegram: ostashkonews,telegram,5,credited-by-mirror
a,2024-07-24,Telegram: rusputnikmd,telegram,68,credited-by-mirror
a,2024-07-24,kp.ru,domain,12,credited-by-mirror
a,2024-07-24,lenta.ru,domain,40,credited-by-mirror
a,2024-07-24,ria.ru,domain,76,credited-by-mirror
a,2024-07-24,tass.ru,domain,251,credited-by-mirror
a,2024-07-25,Telegram: leblorikzov,telegram,79,credited-by-mirror
a,2024-07-25,Telegram: lomovkaa,telegram,2,credited-by-mirror
a,2024-07-25,Telegram: ostashkonews,telegram,4,credited-by-mirror
a,2024-07-25,Telegram: rusputnikmd,telegram,80,credited-by-mirror
a,2024-07-25,kp.ru,domain,11,credited-by-mirror
a,2024-07-25,lenta.ru,domain,23,credited-by-mirror
a,2024-07-25,ria.ru,domain,73,credited-by-mirror
a,2024-07-25,tass.ru,domain,224,credited-by-mirror
a,2024-07-26,Telegram: leblorikzov,telegram,105,credited-by-mirror
a,2024-07-26,Telegram: lomovkaa,telegram,2,credited-by-mirror
a,2024-07-26,Telegram: ostashkonews,telegram,1,credited-by-mirror
a,2024-07-26,Telegram: rusputnikmd,telegram,82,credited-by-mirror
a,2024-07-26,kp.ru,domain,9,credited-by-mirror
a,2024-07-26,lenta.ru,domain,25,credited-by-mirror
a,2024-07-26,ria.ru,domain,60,credited-by-mirror
a,2024-07-26,tass.ru,domain,184,credited-by-mirror
a,2024-07-27,Telegram: leblorikzov,telegram,108,credited-by-mirror
a,2024-07-27,Telegram: rusputnikmd,telegram,32,credited-by-mirror
a,2024-07-27,kp.ru,domain,7,credited-by-mirror
a,2024-07-27,lenta.ru,domain,18,credited-by-mirror
a,2024-07-27,ria.ru,domain,56,credited-by-mirror
a,2024-07-27,tass.ru,domain,178,credited-by-mirror
a,2024-07-28,Telegram: leblorikzov,telegram,112,credited-by-mirror
a,2024-07-28,Telegram: lomovkaa,telegram,3,credited-by-mirror
a,2024-07-28,Telegram: ostashkonews,telegram,5,credited-by-mirror
a,2024-07-28,Telegram: rusputnikmd,telegram,60,credited-by-mirror
a,2024-07-28,kp.ru,domain,1,credited-by-mirror
a,2024-07-28,lenta.ru,domain,7,credited-by-mirror
a,2024-07-28,ria.ru,domain,27,credited-by-mirror
a,2024-07-28,tass.ru,domain,151,credited-by-mirror
a,2024-07-29,Telegram: leblorikzov,telegram,85,credited-by-mirror
a,2024-07-29,Telegram: ostashkonews,telegram,4,credited-by-mirror
a,2024-07-29,Telegram: rusputnikmd,telegram,88,credited-by-mirror
a,2024-07-29,kp.ru,domain,20,credited-by-mirror
a,2024-07-29,lenta.ru,domain,56,credited-by-mirror
a,2024-07-29,ria.ru,domain,76,credited-by-mirror
a,2024-07-29,tass.ru,domain,249,credited-by-mirror
a,2024-07-30,Telegram: leblorikzov,telegram,90,credited-by-mirror
a,2024-07-30,Telegram: ostashkonews,telegram,4,credited-by-mirror
a,2024-07-30,Telegram: rusputnikmd,telegram,106,credited-by-mirror
a,2024-07-30,kp.ru,domain,3,credited-by-mirror
a,2024-07-30,lenta.ru,domain,22,credited-by-mirror
a,2024-07-30,ria.ru,domain,55,credited-by-mirror
a,2024-07-30,tass.ru,domain,234,credited-by-mirror
a,2024-07-31,Telegram: leblorikzov,telegram,123,credited-by-mirror
a,2024-07-31,Telegram: lomovkaa,telegram,2,credited-by-mirror
a,2024-07-31,Telegram: ostashkonews,telegram,1,credited-by-mirror
a,2024-07-31,Telegram: rusputnikmd,telegram,102,credited-by-mirror
a,2024-07-31,kp.ru,domain,4,credited-by-mirror
a,2024-07-31,lenta.ru,domain,45,credited-by-mirror
a,2024-07-31,ria.ru,domain,54,credited-by-mirror
a,2024-07-31,tass.ru,domain,223,credited-by-mirror
albania,2024-07-01,Telegram: rusembalb,telegram,2,credited-by-mirror
albania,2024-07-01,tass.ru,domain,1,credited-by-mirror
albania,2024-07-02,Telegram: infantmilitario,telegram,1,credited-by-mirror
albania,2024-07-02,Telegram: rusembalb,telegram,2,credited-by-mirror
albania,2024-07-03,Telegram: Politnavigator,telegram,1,credited-by-mirror
albania,2024-07-03,Telegram: infantmilitario,telegram,1,credited-by-mirror
albania,2024-07-03,Telegram: rusembalb,telegram,3,credited-by-mirror
albania,2024-07-04,Telegram: rusembalb,telegram,4,credited-by-mirror
albania,2024-07-05,Telegram: rusembalb,telegram,3,credited-by-mirror
albania,2024-07-05,tass.ru,domain,1,credited-by-mirror
albania,2024-07-08,Telegram: rusembalb,telegram,3,credited-by-mirror
albania,2024-07-09,Telegram: rusembalb,telegram,3,credited-by-mirror
albania,2024-07-10,Telegram: rusembalb,telegram,4,credited-by-mirror
albania,2024-07-10,lenta.ru,domain,1,credited-by-mirror
albania,2024-07-10,ria.ru,domain,2,credited-by-mirror
albania,2024-07-10,tass.ru,domain,1,credited-by-mirror
albania,2024-07-11,Telegram: rusembalb,telegram,2,credited-by-mirror
albania,2024-07-12,Telegram: rusembalb,telegram,2,credited-by-mirror
albania,2024-07-12,tass.ru,domain,1,credited-by-mirror
albania,2024-07-13,Telegram: rusembalb,telegram,1,credited-by-mirror
albania,2024-07-14,lenta.ru,domain,1,credited-by-mirror
albania,2024-07-14,tass.ru,domain,1,credited-by-mirror
albania,2024-07-15,Telegram: rusembalb,telegram,3,credited-by-mirror
albania,2024-07-15,ria.ru,domain,1,credited-by-mirror
albania,2024-07-16,Telegram: rusembalb,telegram,5,credited-by-mirror
albania,2024-07-16,ria.ru,domain,1,credited-by-mirror
albania,2024-07-17,Telegram: RVvoenkor,telegram,1,credited-by-mirror
albania,2024-07-17,Telegram: rusembalb,telegram,3,credited-by-mirror
albania,2024-07-17,lenta.ru,domain,2,credited-by-mirror
albania,2024-07-17,tass.ru,domain,1,credited-by-mirror
albania,2024-07-18,Telegram: rusembalb,telegram,4,credited-by-mirror
albania,2024-07-19,Telegram: Politnavigator,telegram,1,credited-by-mirror
albania,2024-07-19,Telegram: rusembalb,telegram,3,credited-by-mirror
albania,2024-07-21,ria.ru,domain,1,credited-by-mirror
albania,2024-07-22,Telegram: rusembalb,telegram,2,credited-by-mirror
albania,2024-07-22,ria.ru,domain,1,credited-by-mirror
albania,2024-07-22,tass.ru,domain,1,credited-by-mirror
albania,2024-07-23,Telegram: rusembalb,telegram,2,credited-by-mirror
albania,2024-07-23,tass.ru,domain,1,credited-by-mirror
albania,2024-07-24,Telegram: rusembalb,telegram,1,credited-by-mirror
albania,2024-07-24,tass.ru,domain,1,credited-by-mirror
albania,2024-07-25,Telegram: rusembalb,telegram,2,credited-by-mirror
albania,2024-07-26,Telegram: rusembalb,telegram,3,credited-by-mirror
albania,2024-07-26,tass.ru,domain,1,credited-by-mirror
albania,2024-07-27,Telegram: rusembalb,telegram,1,credited-by-mirror
albania,2024-07-28,Telegram: rusembalb,telegram,1,credited-by-mirror
albania,2024-07-29,Telegram: rusembalb,telegram,4,credited-by-mirror
albania,2024-07-30,Telegram: rusembalb,telegram,4,credited-by-mirror
albania,2024-07-30,tass.ru,domain,1,credited-by-mirror
albania,2024-07-31,Telegram: rusembalb,telegram,6,credited-by-mirror
albania,2024-07-31,tass.ru,domain,1,credited-by-mirror
bosnia-herzegovina,2024-07-02,ria.ru,domain,1,credited-by-mirror
bosnia-herzegovina,2024-07-03,tass.ru,domain,1,credited-by-mirror
bosnia-herzegovina,2024-07-05,Telegram: rusembbih,telegram,1,credited-by-mirror
bosnia-herzegovina,2024-07-05,tass.ru,domain,1,credited-by-mirror
bosnia-herzegovina,2024-07-07,lenta.ru,domain,1,credited-by-mirror
bosnia-herzegovina,2024-07-07,ria.ru,domain,4,credited-by-mirror
bosnia-herzegovina,2024-07-08,Telegram: rusembbih,telegram,2,credited-by-mirror
bosnia-herzegovina,2024-07-09,Telegram: rusembbih,telegram,3,credited-by-mirror
bosnia-herzegovina,2024-07-09,ria.ru,domain,1,credited-by-mirror
bosnia-herzegovina,2024-07-10,Telegram: rusembbih,telegram,2,credited-by-mirror
bosnia-herzegovina,2024-07-10,lenta.ru,domain,2,credited-by-mirror
bosnia-herzegovina,2024-07-10,tass.ru,domain,1,credited-by-mirror
bosnia-herzegovina,2024-07-13,Telegram: Politnavigator,telegram,1,credited-by-mirror
bosnia-herzegovina,2024-07-16,Telegram: rusembbih,telegram,3,credited-by-mirror
bosnia-herzegovina,2024-07-16,ria.ru,domain,2,credited-by-mirror
bosnia-herzegovina,2024-07-17,Telegram: rusembbih,telegram,1,credited-by-mirror
bosnia-herzegovina,2024-07-19,Telegram: rusembbih,telegram,2,credited-by-mirror
bosnia-herzegovina,2024-07-21,Telegram: rusembbih,telegram,1,credited-by-mirror
bosnia-herzegovina,2024-07-21,tass.ru,domain,1,credited-by-mirror
bosnia-herzegovina,2024-07-22,Telegram: Politnavigator,telegram,1,credited-by-mirror
bosnia-herzegovina,2024-07-26,ria.ru,domain,1,credited-by-mirror
bosnia-herzegovina,2024-07-26,tass.ru,domain,1,credited-by-mirror
bosnia-herzegovina,2024-07-27,Telegram: rusembbih,telegram,1,credited-by-mirror
bosnia-herzegovina,2024-07-28,Telegram: rusembbih,telegram,6,credited-by-mirror
bosnia-herzegovina,2024-07-28,tass.ru,domain,1,credited-by-mirror
bosnia-herzegovina,2024-07-30,lenta.ru,domain,1,credited-by-mirror
bosnia-herzegovina,2024-07-31,Telegram: rusembbih,telegram,1,credited-by-mirror
bosnia-herzegovina,2024-07-31,tass.ru,domain,1,credited-by-mirror
bulgaria,2024-07-01,Telegram: BulgariaZOV,telegram,7,credited-by-mirror
bulgaria,2024-07-01,Telegram: InfodefBULGARIA,telegram,60,credited-by-mirror
bulgaria,2024-07-01,Telegram: NPzBG,telegram,1,credited-by-mirror
bulgaria,2024-07-01,Telegram: Za_PraVda,telegram,14,credited-by-mirror
bulgaria,2024-07-01,Telegram: bulgariaz,telegram,43,credited-by-mirror
bulgaria,2024-07-01,Telegram: efir_info,telegram,1,credited-by-mirror
bulgaria,2024-07-01,Telegram: vremenapredsyuriy,telegram,16,credited-by-mirror
bulgaria,2024-07-01,bgr.news-front.su,domain,30,credited-by-mirror
bulgaria,2024-07-02,Telegram: BulgariaZOV,telegram,11,credited-by-mirror
bulgaria,2024-07-02,Telegram: InfodefBULGARIA,telegram,57,credited-by-mirror
bulgaria,2024-07-02,Telegram: Za_PraVda,telegram,24,credited-by-mirror
bulgaria,2024-07-02,Telegram: bgmilitary,telegram,1,credited-by-mirror
bulgaria,2024-07-02,Telegram: bulgariaz,telegram,35,credited-by-mirror
bulgaria,2024-07-02,Telegram: efir_info,telegram,1,credited-by-mirror
bulgaria,2024-07-02,Telegram: vremenapredsyuriy,telegram,27,credited-by-mirror
bulgaria,2024-07-02,bgr.news-front.su,domain,27,credited-by-mirror
bulgaria,2024-07-03,Telegram: BulgariaZOV,telegram,15,credited-by-mirror
bulgaria,2024-07-03,Telegram: InfodefBULGARIA,telegram,61,credited-by-mirror
bulgaria,2024-07-03,Telegram: NPzBG,telegram,1,credited-by-mirror
bulgaria,2024-07-03,Telegram: Za_PraVda,telegram,22,credited-by-mirror
bulgaria,2024-07-03,Telegram: bulgariaz,telegram,39,credited-by-mirror
bulgaria,2024-07-03,Telegram: efir_info,telegram,1,credited-by-mirror
bulgaria,2024-07-03,Telegram: vremenapredsyuriy,telegram,35,credited-by-mirror
bulgaria,2024-07-03,bgr.news-front.su,domain,25,credited-by-mirror
bulgaria,2024-07-04,Telegram: BulgariaZOV,telegram,8,credited-by-mirror
bulgaria,2024-07-04,Telegram: InfodefBULGARIA,telegram,60,credited-by-mirror
bulgaria,2024-07-04,Telegram: Za_PraVda,telegram,20,credited-by-mirror
bulgaria,2024-07-04,Telegram: bulgariaz,telegram,44,credited-by-mirror
bulgaria,2024-07-04,Telegram: efir_info,telegram,1,credited-by-mirror
bulgaria,2024-07-04,Telegram: vremenapredsyuriy,telegram,1,credited-by-mirror
bulgaria,2024-07-04,bgr.news-front.su,domain,26,credited-by-mirror
bulgaria,2024-07-05,Telegram: BulgariaZOV,telegram,9,credited-by-mirror
bulgaria,2024-07-05,Telegram: InfodefBULGARIA,telegram,55,credited-by-mirror
bulgaria,2024-07-05,Telegram: Za_PraVda,telegram,14,credited-by-mirror
bulgaria,2024-07-05,Telegram: bulgariaz,telegram,61,credited-by-mirror
bulgaria,2024-07-05,Telegram: vremenapredsyuriy,telegram,10,credited-by-mirror
bulgaria,2024-07-05,bgr.news-front.su,domain,27,credited-by-mirror
bulgaria,2024-07-06,Telegram: BulgariaZOV,telegram,10,credited-by-mirror
bulgaria,2024-07-06,Telegram: InfodefBULGARIA,telegram,56,credited-by-mirror
bulgaria,2024-07-06,Telegram: Za_PraVda,telegram,15,credited-by-mirror
bulgaria,2024-07-06,Telegram: bulgariaz,telegram,44,credited-by-mirror
bulgaria,2024-07-06,Telegram: efir_info,telegram,3,credited-by-mirror
bulgaria,2024-07-06,Telegram: vremenapredsyuriy,telegram,10,credited-by-mirror
bulgaria,2024-07-06,bgr.news-front.su,domain,20,credited-by-mirror
bulgaria,2024-07-07,Telegram: BulgariaZOV,telegram,12,credited-by-mirror
bulgaria,2024-07-07,Telegram: InfodefBULGARIA,telegram,52,credited-by-mirror
bulgaria,2024-07-07,Telegram: Za_PraVda,telegram,11,credited-by-mirror
bulgaria,2024-07-07,Telegram: bulgariaz,telegram,46,credited-by-mirror
bulgaria,2024-07-07,Telegram: vremenapredsyuriy,telegram,38,credited-by-mirror
bulgaria,2024-07-07,bgr.news-front.su,domain,22,credited-by-mirror
bulgaria,2024-07-08,Telegram: BulgariaZOV,telegram,14,credited-by-mirror
bulgaria,2024-07-08,Telegram: InfodefBULGARIA,telegram,61,credited-by-mirror
bulgaria,2024-07-08,Telegram: Za_PraVda,telegram,22,credited-by-mirror
bulgaria,2024-07-08,Telegram: bulgariaz,telegram,44,credited-by-mirror
bulgaria,2024-07-08,Telegram: efir_info,telegram,1,credited-by-mirror
bulgaria,2024-07-08,Telegram: vremenapredsyuriy,telegram,9,credited-by-mirror
bulgaria,2024-07-08,bgr.news-front.su,domain,31,credited-by-mirror
bulgaria,2024-07-09,Telegram: BulgariaZOV,telegram,14,credited-by-mirror
bulgaria,2024-07-09,Telegram: InfodefBULGARIA,telegram,61,credited-by-mirror
bulgaria,2024-07-09,Telegram: Za_PraVda,telegram,27,credited-by-mirror
bulgaria,2024-07-09,Telegram: bulgariaz,telegram,32,credited-by-mirror
bulgaria,2024-07-09,Telegram: efir_info,telegram,2,credited-by-mirror
bulgaria,2024-07-09,Telegram: vremenapredsyuriy,telegram,20,credited-by-mirror
bulgaria,2024-07-09,bgr.news-front.su,domain,25,credited-by-mirror
bulgaria,2024-07-10,Telegram: BulgariaZOV,telegram,16,credited-by-mirror
bulgaria,2024-07-10,Telegram: InfodefBULGARIA,telegram,57,credited-by-mirror
bulgaria,2024-07-10,Telegram: NPzBG,telegram,1,credited-by-mirror
bulgaria,2024-07-10,Telegram: Za_PraVda,telegram,14,credited-by-mirror
bulgaria,2024-07-10,Telegram: bulgariaz,telegram,45,credited-by-mirror
bulgaria,2024-07-10,Telegram: vremenapredsyuriy,telegram,8,credited-by-mirror
bulgaria,2024-07-10,bgr.news-front.su,domain,28,credited-by-mirror
bulgaria,2024-07-11,Telegram: BulgariaZOV,telegram,14,credited-by-mirror
bulgaria,2024-07-11,Telegram: InfodefBULGARIA,telegram,55,credited-by-mirror
bulgaria,2024-07-11,Telegram: Za_PraVda,telegram,21,credited-by-mirror
bulgaria,2024-07-11,Telegram: bulgariaz,telegram,43,credited-by-mirror
bulgaria,2024-07-11,Telegram: efir_info,telegram,1,credited-by-mirror
bulgaria,2024-07-11,Telegram: vremenapredsyuriy,telegram,12,credited-by-mirror
bulgaria,2024-07-11,bgr.news-front.su,domain,24,credited-by-mirror
bulgaria,2024-07-12,Telegram: BulgariaZOV,telegram,11,credited-by-mirror
bulgaria,2024-07-12,Telegram: InfodefBULGARIA,telegram,57,credited-by-mirror
bulgaria,2024-07-12,Telegram: Za_PraVda,telegram,22,credited-by-mirror
bulgaria,2024-07-12,Telegram: bulgariaz,telegram,48,credited-by-mirror
bulgaria,2024-07-12,Telegram: efir_info,telegram,1,credited-by-mirror
bulgaria,2024-07-12,Telegram: vremenapredsyuriy,telegram,15,credited-by-mirror
bulgaria,2024-07-12,bgr.news-front.su,domain,23,credited-by-mirror
bulgaria,2024-07-13,Telegram: BulgariaZOV,telegram,14,credited-by-mirror
bulgaria,2024-07-13,Telegram: InfodefBULGARIA,telegram,53,credited-by-mirror
bulgaria,2024-07-13,Telegram: NPzBG,telegram,1,credited-by-mirror
