mirror,date,source,source_type,credits,relationship
a,2025-05-01,Telegram: leblorikzov,telegram,90,credited-by-mirror
a,2025-05-01,Telegram: lomovkaa,telegram,49,credited-by-mirror
a,2025-05-01,Telegram: oroszokazigazsagoldalan,telegram,192,credited-by-mirror
a,2025-05-01,Telegram: ostashkonews,telegram,7,credited-by-mirror
a,2025-05-01,Telegram: rusputnikmd,telegram,70,credited-by-mirror
a,2025-05-01,kp.ru,domain,45,credited-by-mirror
a,2025-05-01,lenta.ru,domain,230,credited-by-mirror
a,2025-05-01,ria.ru,domain,287,credited-by-mirror
a,2025-05-01,russian.rt.com,domain,76,credited-by-mirror
a,2025-05-01,tass.ru,domain,371,credited-by-mirror
a,2025-05-02,Telegram: leblorikzov,telegram,102,credited-by-mirror
a,2025-05-02,Telegram: lomovkaa,telegram,49,credited-by-mirror
a,2025-05-02,Telegram: oroszokazigazsagoldalan,telegram,216,credited-by-mirror
a,2025-05-02,Telegram: ostashkonews,telegram,7,credited-by-mirror
a,2025-05-02,Telegram: rusputnikmd,telegram,60,credited-by-mirror
a,2025-05-02,kp.ru,domain,45,credited-by-mirror
a,2025-05-02,lenta.ru,domain,133,credited-by-mirror
a,2025-05-02,ria.ru,domain,233,credited-by-mirror
a,2025-05-02,russian.rt.com,domain,59,credited-by-mirror
a,2025-05-02,tass.ru,domain,268,credited-by-mirror
a,2025-05-03,Telegram: leblorikzov,telegram,86,credited-by-mirror
a,2025-05-03,Telegram: lomovkaa,telegram,35,credited-by-mirror
a,2025-05-03,Telegram: oroszokazigazsagoldalan,telegram,161,credited-by-mirror
a,2025-05-03,Telegram: ostashkonews,telegram,8,credited-by-mirror
a,2025-05-03,Telegram: rusputnikmd,telegram,50,credited-by-mirror
a,2025-05-03,kp.ru,domain,35,credited-by-mirror
a,2025-05-03,lenta.ru,domain,147,credited-by-mirror
a,2025-05-03,ria.ru,domain,219,credited-by-mirror
a,2025-05-03,russian.rt.com,domain,31,credited-by-mirror
a,2025-05-03,tass.ru,domain,161,credited-by-mirror
a,2025-05-04,Telegram: leblorikzov,telegram,84,credited-by-mirror
a,2025-05-04,Telegram: lomovkaa,telegram,34,credited-by-mirror
a,2025-05-04,Telegram: oroszokazigazsagoldalan,telegram,238,credited-by-mirror
a,2025-05-04,Telegram: ostashkonews,telegram,5,credited-by-mirror
a,2025-05-04,Telegram: rusputnikmd,telegram,28,credited-by-mirror
a,2025-05-04,kp.ru,domain,37,credited-by-mirror
a,2025-05-04,lenta.ru,domain,144,credited-by-mirror
a,2025-05-04,ria.ru,domain,197,credited-by-mirror
a,2025-05-04,russian.rt.com,domain,33,credited-by-mirror
a,2025-05-04,tass.ru,domain,202,credited-by-mirror
a,2025-05-05,Telegram: leblorikzov,telegram,91,credited-by-mirror
a,2025-05-05,Telegram: lomovkaa,telegram,51,credited-by-mirror
a,2025-05-05,Telegram: oroszokazigazsagoldalan,telegram,168,credited-by-mirror
a,2025-05-05,Telegram: ostashkonews,telegram,14,credited-by-mirror
a,2025-05-05,Telegram: rusputnikmd,telegram,44,credited-by-mirror
a,2025-05-05,kp.ru,domain,70,credited-by-mirror
a,2025-05-05,lenta.ru,domain,297,credited-by-mirror
a,2025-05-05,ria.ru,domain,311,credited-by-mirror
a,2025-05-05,russian.rt.com,domain,34,credited-by-mirror
a,2025-05-05,tass.ru,domain,432,credited-by-mirror
a,2025-05-06,Telegram: leblorikzov,telegram,98,credited-by-mirror
a,2025-05-06,Telegram: lomovkaa,telegram,61,credited-by-mirror
a,2025-05-06,Telegram: oroszokazigazsagoldalan,telegram,221,credited-by-mirror
a,2025-05-06,Telegram: ostashkonews,telegram,7,credited-by-mirror
a,2025-05-06,Telegram: rusputnikmd,telegram,48,credited-by-mirror
a,2025-05-06,kp.ru,domain,58,credited-by-mirror
a,2025-05-06,lenta.ru,domain,315,credited-by-mirror
a,2025-05-06,ria.ru,domain,365,credited-by-mirror
a,2025-05-06,russian.rt.com,domain,29,credited-by-mirror
a,2025-05-06,tass.ru,domain,479,credited-by-mirror
a,2025-05-07,Telegram: leblorikzov,telegram,97,credited-by-mirror
a,2025-05-07,Telegram: lomovkaa,telegram,50,credited-by-mirror
a,2025-05-07,Telegram: oroszokazigazsagoldalan,telegram,210,credited-by-mirror
a,2025-05-07,Telegram: ostashkonews,telegram,9,credited-by-mirror
a,2025-05-07,Telegram: rusputnikmd,telegram,74,credited-by-mirror
a,2025-05-07,kp.ru,domain,39,credited-by-mirror
a,2025-05-07,lenta.ru,domain,280,credited-by-mirror
a,2025-05-07,ria.ru,domain,296,credited-by-mirror
a,2025-05-07,russian.rt.com,domain,30,credited-by-mirror
a,2025-05-07,tass.ru,domain,419,credited-by-mirror
a,2025-05-08,Telegram: leblorikzov,telegram,85,credited-by-mirror
a,2025-05-08,Telegram: lomovkaa,telegram,54,credited-by-mirror
a,2025-05-08,Telegram: oroszokazigazsagoldalan,telegram,187,credited-by-mirror
a,2025-05-08,Telegram: ostashkonews,telegram,13,credited-by-mirror
a,2025-05-08,Telegram: rusputnikmd,telegram,68,credited-by-mirror
a,2025-05-08,kp.ru,domain,42,credited-by-mirror
a,2025-05-08,lenta.ru,domain,208,credited-by-mirror
a,2025-05-08,ria.ru,domain,387,credited-by-mirror
a,2025-05-08,russian.rt.com,domain,53,credited-by-mirror
a,2025-05-08,tass.ru,domain,557,credited-by-mirror
a,2025-05-09,Telegram: leblorikzov,telegram,67,credited-by-mirror
a,2025-05-09,Telegram: lomovkaa,telegram,35,credited-by-mirror
a,2025-05-09,Telegram: oroszokazigazsagoldalan,telegram,120,credited-by-mirror
a,2025-05-09,Telegram: ostashkonews,telegram,13,credited-by-mirror
a,2025-05-09,Telegram: rusputnikmd,telegram,88,credited-by-mirror
a,2025-05-09,kp.ru,domain,34,credited-by-mirror
a,2025-05-09,lenta.ru,domain,153,credited-by-mirror
a,2025-05-09,ria.ru,domain,351,credited-by-mirror
a,2025-05-09,russian.rt.com,domain,43,credited-by-mirror
a,2025-05-09,tass.ru,domain,342,credited-by-mirror
a,2025-05-10,Telegram: leblorikzov,telegram,119,credited-by-mirror
a,2025-05-10,Telegram: lomovkaa,telegram,47,credited-by-mirror
a,2025-05-10,Telegram: oroszokazigazsagoldalan,telegram,216,credited-by-mirror
a,2025-05-10,Telegram: ostashkonews,telegram,16,credited-by-mirror
a,2025-05-10,Telegram: rusputnikmd,telegram,32,credited-by-mirror
a,2025-05-10,kp.ru,domain,26,credited-by-mirror
a,2025-05-10,lenta.ru,domain,199,credited-by-mirror
a,2025-05-10,ria.ru,domain,181,credited-by-mirror
a,2025-05-10,russian.rt.com,domain,29,credited-by-mirror
a,2025-05-10,tass.ru,domain,217,credited-by-mirror
a,2025-05-11,Telegram: leblorikzov,telegram,108,credited-by-mirror
a,2025-05-11,Telegram: lomovkaa,telegram,57,credited-by-mirror
a,2025-05-11,Telegram: oroszokazigazsagoldalan,telegram,222,credited-by-mirror
a,2025-05-11,Telegram: ostashkonews,telegram,2,credited-by-mirror
a,2025-05-11,Telegram: rusputnikmd,telegram,22,credited-by-mirror
a,2025-05-11,kp.ru,domain,28,credited-by-mirror
a,2025-05-11,lenta.ru,domain,199,credited-by-mirror
a,2025-05-11,ria.ru,domain,339,credited-by-mirror
a,2025-05-11,russian.rt.com,domain,32,credited-by-mirror
a,2025-05-11,tass.ru,domain,260,credited-by-mirror
a,2025-05-12,Telegram: leblorikzov,telegram,102,credited-by-mirror
a,2025-05-12,Telegram: lomovkaa,telegram,52,credited-by-mirror
a,2025-05-12,Telegram: oroszokazigazsagoldalan,telegram,181,credited-by-mirror
a,2025-05-12,Telegram: ostashkonews,telegram,11,credited-by-mirror
a,2025-05-12,Telegram: rusputnikmd,telegram,72,credited-by-mirror
a,2025-05-12,kp.ru,domain,60,credited-by-mirror
a,2025-05-12,lenta.ru,domain,398,credited-by-mirror
a,2025-05-12,ria.ru,domain,360,credited-by-mirror
a,2025-05-12,russian.rt.com,domain,36,credited-by-mirror
a,2025-05-12,tass.ru,domain,399,credited-by-mirror
a,2025-05-13,Telegram: leblorikzov,telegram,69,credited-by-mirror
a,2025-05-13,Telegram: lomovkaa,telegram,30,credited-by-mirror
a,2025-05-13,Telegram: oroszokazigazsagoldalan,telegram,58,credited-by-mirror
a,2025-05-13,Telegram: ostashkonews,telegram,7,credited-by-mirror
a,2025-05-13,Telegram: rusputnikmd,telegram,16,credited-by-mirror
a,2025-05-13,kp.ru,domain,68,credited-by-mirror
a,2025-05-13,lenta.ru,domain,437,credited-by-mirror
a,2025-05-13,ria.ru,domain,333,credited-by-mirror
a,2025-05-13,russian.rt.com,domain,49,credited-by-mirror
a,2025-05-13,tass.ru,domain,498,credited-by-mirror
a,2025-05-14,Telegram: leblorikzov,telegram,61,credited-by-mirror
a,2025-05-14,Telegram: lomovkaa,telegram,43,credited-by-mirror
a,2025-05-14,Telegram: oroszokazigazsagoldalan,telegram,143,credited-by-mirror
a,2025-05-14,Telegram: ostashkonews,telegram,16,credited-by-mirror
a,2025-05-14,Telegram: rusputnikmd,telegram,46,credited-by-mirror
a,2025-05-14,kp.ru,domain,56,credited-by-mirror
