mirror,date,source,source_type,credits,relationship
a,2023-08-01,ria.ru,domain,29,credited-by-mirror
a,2023-08-01,tass.ru,domain,40,credited-by-mirror
a,2023-08-02,ria.ru,domain,28,credited-by-mirror
a,2023-08-02,tass.ru,domain,36,credited-by-mirror
a,2023-08-03,ria.ru,domain,24,credited-by-mirror
a,2023-08-03,tass.ru,domain,32,credited-by-mirror
a,2023-08-04,ria.ru,domain,24,credited-by-mirror
a,2023-08-04,tass.ru,domain,31,credited-by-mirror
a,2023-08-05,ria.ru,domain,23,credited-by-mirror
a,2023-08-05,tass.ru,domain,24,credited-by-mirror
a,2023-08-06,ria.ru,domain,20,credited-by-mirror
a,2023-08-06,tass.ru,domain,25,credited-by-mirror
a,2023-08-07,ria.ru,domain,18,credited-by-mirror
a,2023-08-07,tass.ru,domain,40,credited-by-mirror
a,2023-08-08,ria.ru,domain,20,credited-by-mirror
a,2023-08-08,tass.ru,domain,36,credited-by-mirror
a,2023-08-09,ria.ru,domain,29,credited-by-mirror
a,2023-08-09,tass.ru,domain,40,credited-by-mirror
a,2023-08-10,ria.ru,domain,17,credited-by-mirror
a,2023-08-10,tass.ru,domain,39,credited-by-mirror
a,2023-08-11,ria.ru,domain,23,credited-by-mirror
a,2023-08-11,tass.ru,domain,42,credited-by-mirror
a,2023-08-12,ria.ru,domain,11,credited-by-mirror
a,2023-08-12,tass.ru,domain,14,credited-by-mirror
a,2023-08-13,ria.ru,domain,15,credited-by-mirror
a,2023-08-13,tass.ru,domain,16,credited-by-mirror
a,2023-08-14,ria.ru,domain,19,credited-by-mirror
a,2023-08-14,tass.ru,domain,38,credited-by-mirror
a,2023-08-15,ria.ru,domain,16,credited-by-mirror
a,2023-08-15,tass.ru,domain,27,credited-by-mirror
a,2023-08-16,ria.ru,domain,18,credited-by-mirror
a,2023-08-16,tass.ru,domain,27,credited-by-mirror
a,2023-08-17,ria.ru,domain,21,credited-by-mirror
a,2023-08-17,tass.ru,domain,41,credited-by-mirror
a,2023-08-18,ria.ru,domain,18,credited-by-mirror
a,2023-08-18,tass.ru,domain,30,credited-by-mirror
a,2023-08-19,ria.ru,domain,8,credited-by-mirror
a,2023-08-19,tass.ru,domain,7,credited-by-mirror
a,2023-08-20,ria.ru,domain,10,credited-by-mirror
a,2023-08-20,tass.ru,domain,11,credited-by-mirror
a,2023-08-21,ria.ru,domain,27,credited-by-mirror
a,2023-08-21,tass.ru,domain,33,credited-by-mirror
a,2023-08-22,ria.ru,domain,23,credited-by-mirror
a,2023-08-22,tass.ru,domain,42,credited-by-mirror
a,2023-08-23,ria.ru,domain,31,credited-by-mirror
a,2023-08-23,tass.ru,domain,29,credited-by-mirror
a,2023-08-24,ria.ru,domain,28,credited-by-mirror
a,2023-08-24,tass.ru,domain,34,credited-by-mirror
a,2023-08-25,ria.ru,domain,24,credited-by-mirror
a,2023-08-25,tass.ru,domain,36,credited-by-mirror
a,2023-08-26,ria.ru,domain,17,credited-by-mirror
a,2023-08-26,tass.ru,domain,21,credited-by-mirror
a,2023-08-27,ria.ru,domain,13,credited-by-mirror
a,2023-08-27,tass.ru,domain,18,credited-by-mirror
a,2023-08-28,ria.ru,domain,17,credited-by-mirror
a,2023-08-28,tass.ru,domain,42,credited-by-mirror
a,2023-08-29,ria.ru,domain,32,credited-by-mirror
a,2023-08-29,tass.ru,domain,38,credited-by-mirror
a,2023-08-30,ria.ru,domain,24,credited-by-mirror
a,2023-08-30,tass.ru,domain,36,credited-by-mirror
a,2023-08-31,ria.ru,domain,27,credited-by-mirror
a,2023-08-31,tass.ru,domain,48,credited-by-mirror
deutsch,2023-08-01,Telegram: craZybear2022,telegram,23,credited-by-mirror
deutsch,2023-08-01,Telegram: satellit_de,telegram,26,credited-by-mirror
deutsch,2023-08-01,ria.ru,domain,9,credited-by-mirror
deutsch,2023-08-01,tass.ru,domain,24,credited-by-mirror
deutsch,2023-08-02,Telegram: craZybear2022,telegram,20,credited-by-mirror
deutsch,2023-08-02,Telegram: satellit_de,telegram,23,credited-by-mirror
deutsch,2023-08-02,ria.ru,domain,8,credited-by-mirror
deutsch,2023-08-02,tass.ru,domain,19,credited-by-mirror
deutsch,2023-08-03,Telegram: craZybear2022,telegram,23,credited-by-mirror
deutsch,2023-08-03,Telegram: satellit_de,telegram,23,credited-by-mirror
deutsch,2023-08-03,ria.ru,domain,7,credited-by-mirror
deutsch,2023-08-03,tass.ru,domain,22,credited-by-mirror
deutsch,2023-08-04,Telegram: craZybear2022,telegram,19,credited-by-mirror
deutsch,2023-08-04,Telegram: satellit_de,telegram,28,credited-by-mirror
deutsch,2023-08-04,ria.ru,domain,11,credited-by-mirror
deutsch,2023-08-04,tass.ru,domain,21,credited-by-mirror
deutsch,2023-08-05,Telegram: craZybear2022,telegram,21,credited-by-mirror
deutsch,2023-08-05,Telegram: satellit_de,telegram,28,credited-by-mirror
deutsch,2023-08-05,ria.ru,domain,15,credited-by-mirror
deutsch,2023-08-05,tass.ru,domain,17,credited-by-mirror
deutsch,2023-08-06,Telegram: craZybear2022,telegram,22,credited-by-mirror
deutsch,2023-08-06,Telegram: satellit_de,telegram,30,credited-by-mirror
deutsch,2023-08-06,ria.ru,domain,9,credited-by-mirror
deutsch,2023-08-06,tass.ru,domain,20,credited-by-mirror
deutsch,2023-08-07,Telegram: craZybear2022,telegram,23,credited-by-mirror
deutsch,2023-08-07,Telegram: satellit_de,telegram,26,credited-by-mirror
deutsch,2023-08-07,ria.ru,domain,12,credited-by-mirror
deutsch,2023-08-07,tass.ru,domain,28,credited-by-mirror
deutsch,2023-08-08,Telegram: craZybear2022,telegram,22,credited-by-mirror
deutsch,2023-08-08,Telegram: satellit_de,telegram,23,credited-by-mirror
deutsch,2023-08-08,ria.ru,domain,12,credited-by-mirror
deutsch,2023-08-08,tass.ru,domain,22,credited-by-mirror
deutsch,2023-08-09,Telegram: craZybear2022,telegram,20,credited-by-mirror
deutsch,2023-08-09,Telegram: satellit_de,telegram,27,credited-by-mirror
deutsch,2023-08-09,ria.ru,domain,17,credited-by-mirror
deutsch,2023-08-09,tass.ru,domain,27,credited-by-mirror
deutsch,2023-08-10,Telegram: craZybear2022,telegram,18,credited-by-mirror
deutsch,2023-08-10,Telegram: satellit_de,telegram,24,credited-by-mirror
deutsch,2023-08-10,ria.ru,domain,11,credited-by-mirror
deutsch,2023-08-10,tass.ru,domain,27,credited-by-mirror
deutsch,2023-08-11,Telegram: craZybear2022,telegram,24,credited-by-mirror
deutsch,2023-08-11,Telegram: satellit_de,telegram,29,credited-by-mirror
deutsch,2023-08-11,ria.ru,domain,12,credited-by-mirror
deutsch,2023-08-11,tass.ru,domain,31,credited-by-mirror
deutsch,2023-08-12,Telegram: craZybear2022,telegram,25,credited-by-mirror
deutsch,2023-08-12,Telegram: satellit_de,telegram,24,credited-by-mirror
deutsch,2023-08-12,ria.ru,domain,6,credited-by-mirror
deutsch,2023-08-12,tass.ru,domain,12,credited-by-mirror
deutsch,2023-08-13,Telegram: craZybear2022,telegram,22,credited-by-mirror
deutsch,2023-08-13,Telegram: satellit_de,telegram,30,credited-by-mirror
deutsch,2023-08-13,ria.ru,domain,8,credited-by-mirror
deutsch,2023-08-13,tass.ru,domain,14,credited-by-mirror
deutsch,2023-08-14,Telegram: craZybear2022,telegram,17,credited-by-mirror
deutsch,2023-08-14,Telegram: satellit_de,telegram,25,credited-by-mirror
deutsch,2023-08-14,ria.ru,domain,10,credited-by-mirror
deutsch,2023-08-14,tass.ru,domain,29,credited-by-mirror
deutsch,2023-08-15,Telegram: craZybear2022,telegram,23,credited-by-mirror
deutsch,2023-08-15,Telegram: satellit_de,telegram,21,credited-by-mirror
deutsch,2023-08-15,ria.ru,domain,14,credited-by-mirror
deutsch,2023-08-15,tass.ru,domain,23,credited-by-mirror
deutsch,2023-08-16,Telegram: craZybear2022,telegram,23,credited-by-mirror
deutsch,2023-08-16,Telegram: satellit_de,telegram,28,credited-by-mirror
deutsch,2023-08-16,ria.ru,domain,14,credited-by-mirror
deutsch,2023-08-16,tass.ru,domain,23,credited-by-mirror
deutsch,2023-08-17,Telegram: craZybear2022,telegram,19,credited-by-mirror
deutsch,2023-08-17,Telegram: satellit_de,telegram,22,credited-by-mirror
deutsch,2023-08-17,ria.ru,domain,16,credited-by-mirror
deutsch,2023-08-17,tass.ru,domain,32,credited-by-mirror
deutsch,2023-08-18,Telegram: craZybear2022,telegram,17,credited-by-mirror
deutsch,2023-08-18,Telegram: satellit_de,telegram,28,credited-by-mirror
deutsch,2023-08-18,ria.ru,domain,16,credited-by-mirror
deutsch,2023-08-18,tass.ru,domain,22,credited-by-mirror
deutsch,2023-08-19,Telegram: craZybear2022,telegram,23,credited-by-mirror
deutsch,2023-08-19,Telegram: satellit_de,telegram,26,credited-by-mirror
deutsch,2023-08-19,ria.ru,domain,5,credited-by-mirror
deutsch,2023-08-19,tass.ru,domain,5,credited-by-mirror
deutsch,2023-08-20,Telegram: craZybear2022,telegram,23,credited-by-mirror
deutsch,2023-08-20,Telegram: satellit_de,telegram,22,credited-by-mirror
deutsch,2023-08-20,ria.ru,domain,8,credited-by-mirror
deutsch,2023-08-20,tass.ru,domain,10,credited-by-mirror
deutsch,2023-08-21,Telegram: craZybear2022,telegram,22,credited-by-mirror
deutsch,2023-08-21,Telegram: satellit_de,telegram,25,credited-by-mirror
deutsch,2023-08-21,ria.ru,domain,22,credited-by-mirror
deutsch,2023-08-21,tass.ru,domain,24,credited-by-mirror
deutsch,2023-08-22,Telegram: craZybear2022,telegram,26,credited-by-mirror
deutsch,2023-08-22,Telegram: satellit_de,telegram,22,credited-by-mirror
deutsch,2023-08-22,ria.ru,domain,17,credited-by-mirror
deutsch,2023-08-22,tass.ru,domain,30,credited-by-mirror
deutsch,2023-08-23,Telegram: craZybear2022,telegram,33,credited-by-mirror
deutsch,2023-08-23,Telegram: satellit_de,telegram,19,credited-by-mirror
deutsch,2023-08-23,ria.ru,domain,23,credited-by-mirror
deutsch,2023-08-23,tass.ru,domain,19,credited-by-mirror
deutsch,2023-08-24,Telegram: craZybear2022,telegram,21,credited-by-mirror
deutsch,2023-08-24,Telegram: satellit_de,telegram,20,credited-by-mirror
deutsch,2023-08-24,ria.ru,domain,20,credited-by-mirror
deutsch,2023-08-24,tass.ru,domain,26,credited-by-mirror
deutsch,2023-08-25,Telegram: craZybear2022,telegram,22,credited-by-mirror
deutsch,2023-08-25,Telegram: satellit_de,telegram,20,credited-by-mirror
deutsch,2023-08-25,ria.ru,domain,17,credited-by-mirror
